%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Applied Voltage [V],Angle of Attack [deg],Spanwise Location [in],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],%7/13/20229:25 AM
295.537,82698.844,0.975,29.85,434.286,494.442,6.312,10,9.875,3917.671,-2074.149,-104.296,-0.033,0.044,260.755,-580.125,-595.386,-574.548,-504.469,-491.297,-481.743,-470.017,-527.598,-82.148,-98.108,-93.173,-89.507,-89.885,-87.068,-37.28,
295.577,82718.93,0.975,29.849,434.304,489.77,6.312,10,9.875,3917.671,-2074.149,-104.296,-0.033,0.044,258.372,-588.933,-604.262,-582.169,-509.219,-495.97,-473.945,-466.27,-520.228,-71.202,-83.867,-77.981,-78.842,-73.685,-70.173,-20.273,
295.603,82730.422,0.975,29.828,434.304,489.77,6.312,10,9.875,3917.671,-2074.149,-104.296,-0.032,0.044,273.099,-576.446,-589.396,-567.533,-494.861,-479.358,-471.595,-457.598,-516.32,-73.391,-92.412,-86.161,-82.501,-82.568,-79.398,-29.508,
295.655,82759.805,0.975,29.83,433.859,492.284,6.312,10,9.875,3917.671,-2074.149,-104.296,-0.033,0.043,262.596,-585.7,-600.412,-579.333,-509.436,-495.347,-475.868,-466.913,-520.005,-74.955,-92.412,-87.542,-85.429,-84.241,-80.746,-30.184,
295.537,82701.555,0.975,29.837,433.948,491.879,6.312,10,9.875,3917.671,-2074.149,-104.296,-0.033,0.044,268.66,-582.578,-597.096,-576.096,-504.362,-489.116,-470.634,-460.274,-518.888,-66.719,-82.495,-76.068,-75.6,-74.103,-74.215,-23.314,
295.537,82701.555,0.975,29.837,433.948,491.879,6.312,10,9.875,3917.671,-2074.149,-104.296,-0.033,0.044,273.749,-572.989,-587.792,-568.682,-499.396,-486.417,-478.432,-466.698,-521.792,-72.87,-89.141,-82.761,-80.306,-77.761,-78.776,-28.833,
295.578,82718.859,0.975,29.816,433.939,494.499,6.311,10,9.875,3917.671,-2074.149,-104.296,-0.033,0.044,265.086,-573.658,-590.572,-565.758,-493.027,-478.63,-464.011,-453.208,-511.63,-66.302,-82.284,-75.856,-75.077,-72.012,-71.106,-20.048,
295.578,82718.859,0.975,29.816,433.35,491.492,6.311,10,9.875,3917.671,-2074.149,-104.296,-0.033,0.044,267.577,-578.118,-592.925,-570.352,-501.34,-483.302,-474.052,-457.598,-518.363,-72.244,-94.521,-87.223,-85.011,-82.255,-78.776,-28.495,
295.656,82756.641,0.975,29.823,433.734,490.348,6.311,10,9.875,3917.671,-2074.149,-104.296,-0.033,0.044,262.379,-584.585,-600.198,-579.228,-508.141,-490.258,-475.548,-463.701,-524.057,-73.808,-88.508,-82.655,-82.711,-77.865,-73.386,-20.611,
295.656,82756.641,0.975,29.823,433.629,492.848,6.311,10,9.875,3917.671,-2074.149,-104.296,-0.033,0.044,271.042,-573.324,-588.326,-567.533,-498.641,-482.056,-467.323,-456.206,-512.781,-68.387,-86.083,-80.318,-77.692,-77.343,-76.185,-25.341,
295.671,82765.031,0.975,29.811,433.321,490.85,6.311,10,9.875,3917.671,-2074.149,-104.296,-0.032,0.044,264.112,-577.338,-592.07,-570.561,-501.987,-487.559,-477.257,-463.379,-521.042,-74.121,-91.78,-86.055,-83.338,-80.374,-78.051,-27.369,
295.671,82765.031,0.975,29.811,433.321,490.85,6.311,10,9.875,3917.671,-2074.149,-104.296,-0.032,0.044,266.819,-573.435,-590.252,-568.682,-496.374,-482.783,-465.934,-455.778,-512.892,-66.406,-83.024,-77.556,-76.542,-74.312,-73.179,-24.328,
295.578,82719.187,0.975,29.842,434.125,491.441,6.311,10,9.875,3917.671,-2074.149,-104.296,-0.033,0.044,266.277,-578.564,-592.497,-573.276,-501.879,-486.936,-479.286,-464.771,-523.834,-78.708,-93.045,-86.799,-84.175,-84.333,-81.16,-33.113,
295.612,82736.492,0.975,29.818,433.442,492.036,6.311,10,9.875,3917.671,-2074.149,-104.296,-0.032,0.044,262.487,-582.801,-599.021,-573.067,-501.34,-488.078,-473.305,-460.489,-515.014,-68.491,-84.079,-77.45,-78.633,-72.524,-66.442,-17.232,
295.544,82702.523,0.975,29.78,432.284,489.422,6.311,10,9.875,3917.671,-2074.149,-104.296,-0.033,0.044,277.864,-570.871,-583.193,-561.372,-488.277,-471.881,-462.409,-449.461,-510.101,-64.53,-85.028,-81.275,-77.169,-78.795,-76.289,-26.801,
295.544,82702.523,0.975,29.78,432.284,489.422,6.311,10,9.875,3917.671,-2074.149,-104.296,-0.033,0.044,263.461,-583.247,-597.631,-581.525,-515.158,-500.745,-481.316,-468.947,-528.634,-81.106,-97.898,-92.642,-90.449,-87.155,-82.923,-32.207,
295.668,82763.742,0.975,29.811,433.307,490.952,6.311,10,9.875,3917.671,-2074.149,-104.296,-0.032,0.044,262.378,-581.127,-597.952,-574.947,-503.499,-489.947,-470.527,-462.523,-519.033,-68.908,-82.707,-76.812,-76.751,-73.569,-71.417,-21.621,
295.575,82718.148,0.975,29.779,432.28,486.707,6.311,10,9.875,3917.671,-2074.149,-104.296,-0.032,0.044,270.608,-574.326,-588.876,-566.071,-494.539,-479.564,-468.818,-453.315,-512.223,-66.511,-86.505,-80.85,-78.529,-77.436,-74.734,-22.86,
295.604,82732.68,0.975,29.779,432.302,489.424,6.311,10,9.875,3917.671,-2074.149,-104.296,-0.033,0.044,270.608,-572.096,-588.555,-568.368,-499.504,-483.51,-466.789,-455.135,-512.669,-67.97,-85.028,-78.937,-78.738,-75.346,-73.283,-23.198,
