%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Actual Voltage [V],Angle of Attack [deg],Spanwise Position [in],Sting Axial Force [N],Sting Normal Force [N],Sting Pitching Moment [Nm],ELD Probe X-Axis [mm],ELD Probe Y-Axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa]
295.047,82246.813,0.971,30.433,449.697,525.265,6.026,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,383.177,-109.156,-331.275,-496.524,-482.014,-463.020,-436.771,-359.631,-230.209,-72.441,-124.884,-160.316,-198.567,-305.502,-445.601,-569.218
295.162,82403.797,0.973,30.420,449.998,526.019,6.021,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,391.299,-98.564,-316.412,-480.861,-465.389,-450.975,-425.983,-347.961,-210.225,-51.186,-104.105,-139.918,-175.877,-336.753,-437.413,-565.840
294.928,82289.950,0.972,30.434,450.144,525.612,6.026,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,384.043,-101.017,-320.475,-484.307,-473.162,-457.309,-434.635,-361.023,-260.464,-73.599,-126.592,-161.485,-205.364,-267.040,-452.753,-574.625
295.172,82311.389,0.971,30.470,450.939,527.187,6.020,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,381.552,-106.480,-327.533,-492.660,-480.503,-463.332,-436.451,-355.884,-230.209,-65.781,-117.836,-149.481,-189.052,-327.764,-436.584,-564.375
295.098,82375.965,0.972,30.459,451.087,527.561,6.008,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,393.141,-93.435,-315.022,-481.174,-467.008,-448.068,-422.565,-349.674,-211.676,-67.449,-119.629,-155.218,-200.212,-287.525,-446.638,-569.218
295.129,82236.029,0.971,30.498,451.434,527.838,6.013,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,384.801,-102.801,-324.432,-491.616,-479.423,-463.436,-439.121,-361.130,-217.147,-66.927,-115.410,-151.393,-191.953,-318.626,-448.815,-576.314
295.226,82393.723,0.972,30.497,452.126,526.879,5.999,-2.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,380.036,-109.379,-326.463,-486.604,-471.542,-453.883,-430.042,-356.740,-234.451,-59.526,-110.557,-146.400,-179.930,-325.000,-427.675,-558.068
294.943,82292.468,0.972,30.497,451.991,528.780,6.000,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,394.765,-99.121,-321.010,-485.351,-472.514,-456.271,-433.460,-358.239,-217.258,-69.012,-114.777,-150.331,-190.071,-282.781,-443.845,-565.978
295.036,82340.448,0.972,30.511,452.523,528.015,6.000,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,388.592,-99.010,-317.481,-482.009,-468.736,-454.713,-432.499,-359.524,-210.783,-66.719,-117.731,-153.943,-193.416,-292.291,-447.576,-573.636
295.096,82369.636,0.972,30.505,452.414,526.228,5.995,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,382.094,-106.815,-322.935,-484.516,-469.599,-452.429,-427.478,-350.637,-227.195,-64.217,-115.199,-151.500,-192.057,-290.306,-438.558,-565.528
294.901,82279.941,0.972,30.513,452.467,527.726,5.997,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,388.592,-102.132,-323.255,-491.407,-476.400,-459.801,-434.101,-357.811,-217.147,-59.213,-108.131,-146.612,-187.562,-307.339,-441.668,-567.217
295.231,82395.531,0.972,30.509,452.491,528.159,5.994,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,386.751,-104.696,-321.972,-486.917,-474.025,-462.086,-439.442,-364.235,-270.177,-70.159,-117.414,-154.793,-192.894,-289.783,-442.705,-569.807
294.951,82288.206,0.972,30.414,449.503,516.461,5.934,-1.000,0.000,-2074.149,3917.671,104.223,-0.037,0.043,413.610,-181.407,-377.898,-519.184,-491.158,-466.448,-434.528,-362.736,-189.011,-59.308,-102.628,-132.056,-173.158,-271.952,-362.058,-469.881
294.951,82288.206,0.972,30.414,449.503,516.461,5.934,-1.000,0.000,-2074.149,3917.671,104.223,-0.037,0.043,414.693,-178.173,-374.156,-517.514,-490.834,-468.421,-438.694,-362.843,-198.947,-55.347,-98.515,-127.276,-173.995,-266.308,-360.917,-468.867
295.127,82358.917,0.972,30.409,449.487,518.033,5.943,-1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,413.177,-179.400,-370.519,-509.160,-483.276,-462.710,-436.237,-366.377,-185.438,-59.829,-98.937,-126.638,-171.904,-268.503,-361.125,-471.683
295.164,82346.195,0.972,30.410,449.379,519.117,5.943,-1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,408.845,-184.417,-379.715,-518.661,-489.214,-463.437,-432.285,-360.702,-193.141,-55.868,-97.776,-125.470,-175.982,-262.337,-357.393,-464.475
294.966,82270.448,0.972,30.371,448.104,516.654,5.942,-1.000,0.000,-2074.149,3917.671,104.223,-0.035,0.042,420.866,-172.041,-369.022,-510.412,-484.389,-462.917,-434.528,-360.167,-165.901,-50.553,-94.823,-127.169,-172.531,-269.862,-358.326,-464.813
295.201,82416.002,0.973,30.359,448.183,515.825,5.956,-1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,414.693,-176.612,-370.305,-511.978,-487.843,-467.070,-439.869,-367.554,-188.564,-57.223,-98.937,-125.788,-174.518,-267.876,-364.338,-470.670
295.114,82261.666,0.971,30.365,447.669,516.630,5.958,-1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,409.061,-180.626,-373.834,-510.830,-480.395,-456.479,-428.119,-358.347,-188.117,-56.911,-101.363,-128.657,-172.949,-259.410,-349.308,-455.803
295.194,82359.433,0.972,30.341,447.367,514.345,5.955,-1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,422.382,-175.163,-373.513,-516.573,-488.707,-464.889,-433.033,-361.559,-188.899,-53.575,-96.827,-127.169,-177.759,-272.788,-361.850,-466.840
295.098,82367.182,0.972,30.330,447.217,515.033,5.963,-1.000,0.000,-2074.149,3917.671,104.223,-0.035,0.042,412.527,-177.616,-371.909,-512.501,-487.412,-466.239,-438.587,-364.021,-186.333,-49.615,-91.975,-120.901,-168.767,-259.828,-361.125,-468.304
294.930,82284.009,0.972,30.302,446.219,515.812,5.966,-1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,410.794,-176.612,-366.884,-503.416,-476.184,-455.752,-430.149,-362.736,-184.882,-58.900,-100.730,-124.407,-167.512,-258.783,-353.662,-461.547
295.253,82403.087,0.972,30.272,445.479,514.562,5.974,-1.000,0.000,-2074.149,3917.671,104.223,-0.035,0.042,414.043,-180.737,-377.684,-517.513,-488.815,-463.124,-432.926,-363.058,-186.891,-57.232,-104.227,-133.225,-180.373,-266.204,-359.881,-466.390
294.960,82297.312,0.972,30.265,445.141,514.039,5.983,-1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,412.852,-180.068,-374.904,-514.693,-488.383,-464.163,-433.033,-358.668,-194.148,-54.418,-95.682,-124.833,-171.485,-265.681,-361.539,-466.840
295.105,82368.280,0.972,30.252,444.940,510.953,5.984,-1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,413.935,-173.602,-367.525,-507.488,-481.582,-460.736,-433.033,-360.167,-183.989,-53.062,-91.252,-122.390,-171.147,-263.591,-358.637,-464.813
295.230,82342.385,0.972,30.244,444.367,512.540,5.988,-1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,409.169,-182.410,-378.005,-515.424,-487.412,-466.447,-440.403,-369.374,-192.250,-64.530,-107.498,-132.376,-178.257,-265.016,-360.814,-468.192
294.949,82283.557,0.972,30.244,444.481,511.880,5.990,-1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,410.902,-181.741,-375.545,-514.693,-486.764,-458.763,-425.128,-351.495,-184.658,-49.205,-95.260,-121.752,-176.584,-261.045,-351.800,-454.113
295.303,82395.725,0.972,30.208,443.481,511.602,5.989,-1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,424.007,-167.246,-365.707,-507.384,-481.150,-458.244,-430.362,-358.882,-183.207,-52.750,-99.691,-129.720,-179.407,-270.764,-368.281,-473.187
294.958,82294.212,0.972,30.203,443.322,512.858,6.002,-1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,402.236,-184.640,-377.791,-518.348,-495.724,-474.547,-445.530,-371.944,-204.084,-62.132,-102.539,-132.482,-177.839,-267.002,-364.342,-472.962
295.152,82357.948,0.972,30.192,443.032,512.109,6.002,-1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,407.542,-182.633,-377.898,-515.111,-485.468,-460.217,-432.392,-362.308,-178.406,-51.707,-94.838,-123.452,-169.788,-259.896,-350.867,-457.535
295.115,82367.441,0.972,30.191,443.114,513.530,6.005,-1.000,0.000,-2074.149,3914.424,104.223,-0.035,0.042,419.131,-174.159,-370.412,-508.324,-482.122,-458.867,-430.469,-355.991,-201.070,-57.232,-103.383,-129.933,-182.125,-267.106,-365.275,-467.670
294.936,82284.461,0.972,30.181,442.643,511.316,6.005,-1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,408.625,-183.079,-381.105,-519.183,-492.485,-466.655,-438.908,-365.627,-201.293,-58.379,-102.434,-128.870,-179.407,-267.838,-362.165,-468.908
294.943,82288.852,0.972,30.532,453.025,524.457,5.960,0.000,0.000,-2074.149,3917.671,85.321,-0.036,0.043,444.367,-301.936,-477.024,-591.339,-543.307,-504.972,-465.504,-395.605,-171.147,-45.348,-93.255,-121.220,-158.937,-197.850,-292.714,-358.042
294.943,82288.852,0.972,30.532,453.025,524.457,5.960,0.000,0.000,-2074.149,3917.671,85.321,-0.036,0.043,443.067,-299.705,-474.457,-589.981,-543.415,-508.710,-472.661,-401.707,-197.495,-48.371,-94.943,-120.476,-158.833,-199.313,-296.756,-363.898
295.056,82301.574,0.972,30.528,452.806,524.792,5.960,0.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,437.327,-302.270,-475.633,-589.668,-544.386,-509.437,-472.768,-404.812,-194.146,-53.896,-104.437,-130.038,-167.930,-206.315,-301.628,-367.052
294.887,82187.985,0.971,30.542,452.843,528.619,5.961,0.000,0.000,-2074.149,3917.671,11.742,-0.037,0.043,436.461,-306.061,-481.514,-595.828,-548.813,-511.513,-472.661,-399.673,-185.884,-48.579,-92.411,-121.857,-158.310,-197.223,-294.372,-360.632
295.034,82336.961,0.972,30.523,452.879,524.294,5.955,0.000,0.000,-2074.149,3917.671,88.935,-0.036,0.042,444.583,-295.580,-469.324,-583.610,-538.881,-502.479,-466.252,-393.677,-191.801,-45.139,-89.774,-117.501,-156.219,-197.223,-298.518,-366.376
294.808,82219.756,0.972,30.522,452.536,522.903,5.962,0.000,0.000,-2074.149,3917.671,-86.245,-0.037,0.043,435.053,-300.374,-474.029,-588.414,-544.171,-510.060,-476.720,-408.988,-195.151,-54.417,-102.855,-127.169,-164.897,-199.835,-296.549,-363.335
294.974,82272.902,0.972,30.525,452.681,524.786,5.961,0.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.043,437.544,-305.392,-479.803,-591.755,-543.416,-504.972,-465.825,-389.502,-177.511,-47.537,-95.365,-121.963,-158.728,-196.700,-292.610,-356.127
295.129,82278.262,0.971,30.515,452.166,521.829,5.960,0.000,0.000,-2074.149,3917.671,74.193,-0.036,0.043,447.291,-291.900,-467.827,-584.550,-540.932,-505.179,-469.137,-394.749,-187.894,-43.784,-90.829,-119.732,-161.133,-201.612,-300.799,-367.052
294.820,82184.756,0.971,30.497,451.591,522.281,5.963,0.000,0.000,-2074.149,3917.671,48.465,-0.038,0.043,433.320,-302.716,-477.023,-589.876,-545.359,-511.306,-476.828,-408.346,-187.562,-56.919,-98.741,-124.407,-163.015,-201.090,-297.896,-364.123
295.023,82330.116,0.972,30.505,452.326,525.660,5.968,0.000,0.000,-2074.149,3917.671,70.654,-0.036,0.042,437.544,-304.611,-478.627,-590.711,-540.932,-502.376,-465.825,-399.138,-195.265,-46.286,-97.791,-121.538,-156.951,-194.087,-289.811,-356.803
294.792,82210.264,0.971,30.496,451.763,522.665,5.964,0.000,0.000,-2074.149,3917.671,-51.022,-0.037,0.043,444.042,-297.921,-475.419,-589.562,-542.120,-504.868,-466.787,-394.428,-188.008,-48.893,-95.893,-126.213,-164.479,-202.971,-299.036,-366.263
294.913,82268.575,0.972,30.486,451.589,523.279,5.967,0.000,0.000,-2074.149,3917.671,93.516,-0.037,0.043,435.811,-301.824,-479.054,-594.679,-547.627,-510.683,-473.730,-403.207,-192.920,-49.205,-92.096,-121.327,-160.297,-198.686,-294.268,-360.519
294.973,82288.077,0.972,30.488,451.668,521.103,5.970,0.000,0.000,-2074.149,3917.671,53.761,-0.036,0.043,442.850,-296.249,-467.292,-580.582,-536.506,-502.999,-466.039,-393.571,-180.081,-48.476,-90.935,-115.484,-152.433,-192.833,-294.890,-365.925
294.753,82196.767,0.971,30.484,451.372,522.063,5.968,0.000,0.000,-2074.149,3917.671,104.223,-0.037,0.044,430.937,-307.956,-480.338,-591.024,-541.040,-502.791,-467.107,-402.993,-200.624,-60.360,-104.755,-129.614,-165.815,-202.211,-293.647,-360.181
295.026,82329.922,0.972,30.483,451.660,522.964,5.970,0.000,0.000,-2074.149,3917.671,87.829,-0.036,0.043,441.009,-306.172,-482.476,-596.767,-549.030,-511.513,-471.594,-400.102,-185.552,-44.618,-99.164,-121.115,-157.033,-196.777,-295.516,-362.772
294.811,82210.328,0.971,30.486,451.421,522.351,5.969,0.000,0.000,-2074.149,3917.671,66.316,-0.037,0.043,442.309,-294.799,-469.430,-587.370,-542.228,-507.152,-470.739,-403.528,-198.503,-50.665,-96.843,-121.327,-161.947,-199.807,-295.309,-362.154
294.908,82269.932,0.972,30.468,451.074,522.389,5.968,0.000,0.000,-2074.149,3917.671,-88.229,-0.037,0.043,439.494,-301.155,-472.531,-583.193,-534.562,-503.102,-467.428,-398.710,-175.951,-51.603,-96.421,-122.815,-157.033,-198.553,-296.968,-366.546
294.959,82296.730,0.972,30.484,451.605,522.988,5.974,0.000,0.000,-2074.149,3917.671,104.223,-0.037,0.043,435.487,-305.727,-478.840,-592.173,-541.580,-505.075,-465.291,-396.141,-169.140,-46.808,-94.522,-120.796,-159.856,-198.553,-293.340,-359.226
294.759,82198.123,0.971,30.468,450.915,521.823,5.967,0.000,0.000,-2074.149,3917.671,104.223,-0.037,0.043,443.068,-300.709,-474.350,-588.623,-541.688,-506.321,-470.525,-401.601,-193.255,-45.348,-92.729,-121.115,-158.915,-196.672,-293.754,-361.478
295.025,82322.302,0.972,30.478,451.482,522.225,5.973,0.000,0.000,-2074.149,3917.671,51.777,-0.036,0.042,441.011,-296.695,-469.645,-585.073,-538.557,-502.064,-465.932,-397.640,-188.120,-48.059,-96.948,-123.133,-160.065,-200.434,-299.041,-367.559
295.041,82259.406,0.971,30.386,448.390,519.787,5.965,1.000,0.000,-2074.149,3917.671,104.223,-0.037,0.043,433.104,-408.863,-558.828,-649.085,-586.280,-541.628,-501.502,-430.294,-213.572,-44.716,-73.939,-94.554,-123.281,-155.207,-229.590,-265.350
295.041,82259.406,0.971,30.386,448.390,519.787,5.965,1.000,0.000,-2074.149,3917.671,104.223,-0.037,0.043,444.260,-403.064,-555.406,-641.880,-577.426,-532.802,-492.743,-422.050,-200.175,-47.113,-82.166,-100.609,-127.882,-158.865,-231.041,-267.265
295.190,82398.502,0.972,30.385,448.876,520.696,5.964,1.000,0.000,-2074.149,3917.671,51.623,-0.035,0.042,441.552,-403.956,-556.581,-650.025,-590.275,-546.612,-505.668,-432.222,-218.931,-53.888,-85.014,-107.090,-138.025,-169.944,-240.577,-273.910
295.220,82296.666,0.971,30.427,449.540,520.258,5.964,1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,440.036,-405.963,-553.480,-642.401,-580.557,-539.551,-501.716,-427.189,-208.436,-43.673,-73.411,-93.597,-120.772,-153.639,-230.316,-270.306
295.024,82320.688,0.972,30.394,448.976,520.531,5.949,1.000,0.000,-2074.149,3917.671,66.616,-0.036,0.042,439.278,-404.848,-552.197,-640.312,-575.826,-532.282,-493.064,-426.440,-209.553,-49.406,-76.470,-96.360,-125.791,-158.029,-230.730,-267.828
295.228,82401.795,0.972,30.372,448.466,521.990,5.963,1.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,440.577,-404.848,-557.330,-649.501,-586.513,-544.120,-506.202,-436.825,-215.358,-58.474,-90.288,-110.065,-137.293,-168.899,-238.608,-273.572
294.948,82277.229,0.972,30.414,449.455,520.618,5.968,1.000,0.000,-2074.149,3917.671,-7.441,-0.036,0.043,437.653,-409.531,-560.644,-650.650,-586.297,-540.589,-494.346,-422.907,-204.641,-45.133,-77.419,-98.591,-125.477,-158.343,-228.657,-264.449
295.234,82393.400,0.972,30.414,449.638,520.500,5.952,1.000,0.000,-2074.149,3917.671,75.263,-0.036,0.042,447.076,-398.827,-548.347,-640.521,-576.797,-535.605,-495.735,-430.616,-203.412,-46.383,-78.158,-100.609,-133.528,-166.077,-239.230,-275.824
295.302,82276.389,0.971,30.432,449.450,520.536,5.954,1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,432.996,-406.186,-553.908,-644.280,-583.491,-541.524,-502.892,-436.183,-213.128,-50.344,-81.639,-99.866,-125.477,-159.283,-234.773,-274.022
295.031,82324.563,0.972,30.403,449.271,520.862,5.947,1.000,0.000,-2074.149,3917.671,74.337,-0.037,0.042,436.354,-408.528,-559.147,-648.248,-581.871,-534.774,-494.881,-429.759,-204.755,-48.267,-77.841,-97.953,-125.895,-156.775,-226.688,-262.760
295.209,82409.415,0.972,30.403,449.454,520.291,5.958,1.000,0.000,-2074.149,3917.671,3.369,-0.035,0.042,445.234,-398.827,-550.272,-643.445,-584.246,-541.836,-501.503,-427.297,-210.895,-54.314,-86.294,-105.284,-134.470,-167.645,-240.577,-276.050
295.271,82208.003,0.970,30.444,449.461,522.181,5.956,1.000,0.000,-2074.149,3917.671,86.489,-0.036,0.043,434.621,-407.747,-556.795,-646.264,-582.195,-537.786,-499.687,-430.401,-221.948,-47.433,-77.960,-98.592,-128.719,-163.150,-237.675,-274.135
295.186,82402.699,0.972,30.400,449.345,521.583,5.942,1.000,0.000,-2074.149,3917.671,3.165,-0.036,0.042,435.487,-410.200,-559.040,-645.742,-581.979,-538.928,-501.290,-435.862,-216.031,-57.858,-87.137,-105.072,-130.896,-162.001,-234.358,-272.445
295.051,82327.404,0.972,30.398,449.087,519.307,5.959,1.000,0.000,-2074.149,3917.671,9.844,-0.037,0.042,440.144,-408.862,-561.072,-652.321,-588.241,-541.420,-499.153,-430.187,-205.090,-47.120,-75.217,-95.511,-124.727,-157.170,-229.383,-265.012
295.278,82269.479,0.971,30.436,449.547,521.318,5.957,1.000,0.000,-2074.149,3917.671,-3.698,-0.037,0.042,443.935,-401.838,-552.304,-642.923,-580.684,-538.720,-501.930,-434.042,-212.905,-53.688,-83.023,-103.479,-132.569,-165.113,-239.128,-276.725
295.208,82411.869,0.973,30.404,449.482,520.584,5.943,1.000,0.000,-2074.149,3917.671,40.471,-0.036,0.042,433.646,-412.542,-562.462,-651.694,-586.621,-542.562,-503.960,-431.579,-222.394,-52.646,-80.597,-101.141,-128.596,-161.246,-234.775,-271.390
294.995,82263.216,0.971,30.401,448.926,518.727,5.956,1.000,0.000,-2074.149,3917.671,2.193,-0.036,0.043,440.575,-408.528,-558.292,-645.847,-580.576,-536.124,-495.842,-424.941,-210.448,-44.618,-78.593,-99.335,-127.550,-159.574,-233.117,-269.250
295.191,82407.155,0.973,30.384,448.907,518.355,5.955,1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,439.925,-405.739,-558.185,-649.710,-588.348,-546.301,-507.805,-438.431,-221.055,-59.839,-90.619,-108.472,-138.842,-170.965,-242.964,-277.133
295.181,82296.989,0.971,30.422,449.428,520.526,5.960,1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,439.167,-405.293,-555.511,-646.369,-582.627,-538.201,-497.551,-422.586,-200.624,-42.533,-75.428,-96.785,-126.087,-159.469,-233.635,-268.912
295.119,82297.828,0.971,30.402,448.947,520.112,5.946,1.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,444.690,-398.046,-547.170,-635.509,-574.315,-531.140,-493.172,-426.868,-206.988,-46.495,-77.854,-96.573,-126.191,-158.320,-235.086,-271.164
294.939,82270.965,0.972,30.172,442.316,513.913,5.932,2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,417.617,-542.326,-656.778,-713.465,-632.923,-577.037,-532.052,-470.337,-205.534,-41.693,-62.125,-75.112,-92.330,-114.864,-158.484,-158.467
294.939,82270.965,0.972,30.172,442.316,513.913,5.932,2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,428.881,-535.747,-648.758,-703.148,-619.859,-563.953,-520.409,-442.928,-217.368,-39.191,-63.497,-76.918,-94.421,-115.491,-157.759,-159.593
295.005,82296.537,0.972,30.166,442.175,514.840,5.927,2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,418.267,-548.011,-659.877,-710.130,-626.769,-573.299,-530.236,-459.844,-221.945,-51.595,-75.943,-87.117,-103.832,-124.793,-165.636,-163.647
295.101,82358.077,0.972,30.173,442.555,514.985,5.930,2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,422.491,-547.008,-661.802,-716.070,-631.844,-572.468,-524.681,-468.195,-207.655,-35.960,-59.910,-75.855,-95.885,-117.999,-159.003,-157.228
294.867,82239.452,0.972,30.216,443.546,516.642,5.927,2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,428.339,-541.099,-651.964,-705.336,-622.570,-570.288,-524.361,-440.680,-209.329,-40.234,-62.969,-74.156,-90.239,-113.087,-156.930,-159.480
295.153,82379.258,0.972,30.205,443.535,518.094,5.912,2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,424.332,-540.987,-652.927,-709.088,-625.808,-570.911,-526.497,-461.986,-220.494,-46.071,-66.872,-81.061,-99.963,-123.121,-163.667,-164.548
294.941,82274.646,0.972,30.215,443.594,517.353,5.918,2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,420.758,-546.116,-659.556,-713.882,-631.206,-575.168,-529.381,-458.881,-210.892,-42.318,-67.188,-81.380,-98.395,-119.881,-159.625,-158.917
295.021,82291.887,0.972,30.230,443.997,517.891,5.914,2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,431.913,-533.851,-648.863,-706.483,-625.269,-570.080,-523.186,-449.887,-208.883,-36.794,-60.016,-76.280,-96.931,-120.717,-165.740,-166.013
295.105,82361.112,0.972,30.251,444.875,518.070,5.909,2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,420.000,-544.555,-656.883,-709.297,-625.269,-571.326,-529.061,-455.455,-222.506,-46.071,-69.825,-82.230,-98.604,-119.985,-161.698,-162.296
294.871,82238.548,0.972,30.249,444.485,516.667,5.902,2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,423.032,-544.889,-659.663,-715.758,-633.365,-576.206,-527.992,-429.438,-215.807,-38.572,-62.020,-77.130,-96.095,-119.358,-162.320,-159.593
295.145,82377.708,0.972,30.251,444.884,517.760,5.904,2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,429.314,-537.865,-649.933,-704.294,-620.951,-565.926,-524.040,-455.776,-202.298,-38.676,-60.659,-75.324,-94.003,-116.641,-161.490,-165.337
295.293,82212.201,0.970,30.303,445.293,515.493,5.903,2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,417.184,-551.245,-664.903,-718.884,-635.093,-578.699,-536.324,-455.990,-228.646,-50.560,-72.685,-83.293,-98.604,-119.044,-161.283,-161.057
294.993,82304.350,0.972,30.270,445.275,517.124,5.884,2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,425.307,-549.126,-663.192,-716.800,-630.882,-572.053,-525.536,-438.645,-205.871,-36.695,-58.338,-72.031,-88.671,-109.011,-148.430,-147.542
295.119,82363.566,0.972,30.279,445.676,519.103,5.898,2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,436.570,-534.632,-647.580,-701.481,-619.763,-567.484,-522.652,-449.887,-210.783,-39.406,-64.667,-77.131,-97.036,-121.345,-167.813,-167.477
294.906,82228.280,0.971,30.269,444.965,517.826,5.893,2.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.043,419.567,-541.544,-656.669,-712.944,-630.450,-574.649,-533.547,-445.283,-218.375,-46.912,-68.254,-81.912,-99.441,-121.867,-165.224,-165.112
295.319,82347.293,0.971,30.308,446.133,518.441,5.897,2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,421.733,-547.342,-661.909,-713.986,-630.882,-576.103,-531.411,-452.778,-213.797,-42.221,-67.516,-79.149,-96.514,-116.955,-160.248,-160.807
294.948,82282.007,0.972,30.301,446.140,519.923,5.883,2.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.042,425.196,-545.112,-659.129,-713.048,-630.666,-572.364,-529.488,-440.251,-216.253,-44.097,-67.832,-79.681,-98.500,-118.000,-160.455,-157.654
295.254,82249.203,0.970,30.290,445.173,517.829,5.935,2.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.043,425.737,-548.456,-663.941,-718.884,-636.172,-577.972,-533.654,-458.452,-221.612,-44.201,-69.415,-82.018,-98.605,-117.895,-159.523,-158.104
295.192,82344.839,0.972,30.308,446.319,516.562,5.935,2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,430.069,-538.868,-653.461,-709.088,-625.377,-568.938,-524.895,-462.093,-212.904,-43.263,-67.938,-80.531,-99.023,-121.136,-164.809,-163.509
294.873,82239.904,0.972,30.311,446.308,517.325,5.935,2.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.042,418.156,-555.927,-670.570,-721.176,-634.769,-576.518,-530.770,-461.879,-210.783,-44.618,-69.415,-81.168,-96.932,-117.791,-161.388,-161.482
294.970,82290.660,0.972,30.654,456.608,526.836,5.964,3.000,0.000,-2074.149,3884.686,-104.296,-0.036,0.043,381.444,-686.827,-761.479,-777.556,-674.384,-608.812,-562.815,-398.068,-219.601,-32.625,-50.734,-56.095,-61.170,-72.744,-91.214,-62.959
294.970,82290.660,0.972,30.654,456.608,526.836,5.964,3.000,0.000,-2074.149,3884.686,-104.296,-0.036,0.043,385.776,-684.596,-762.974,-780.891,-676.867,-607.981,-560.999,-395.070,-211.562,-29.810,-49.679,-57.582,-66.607,-79.328,-97.019,-65.211
295.256,82418.197,0.972,30.649,456.719,528.408,5.972,3.000,0.000,-2074.149,3890.470,-104.296,-0.036,0.042,386.751,-682.032,-760.837,-782.663,-682.914,-618.781,-575.526,-412.843,-222.392,-34.084,-53.265,-60.132,-68.908,-83.404,-102.927,-72.645
294.991,82300.928,0.972,30.647,456.440,528.372,5.972,3.000,0.000,-2074.149,3892.030,-104.296,-0.036,0.043,380.469,-689.391,-764.361,-782.246,-678.163,-611.512,-564.096,-398.282,-220.159,-30.748,-47.359,-52.058,-57.929,-69.817,-87.690,-60.593
