%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Actual Voltage [V],Angle of Attack [deg],Spanwise Position [in],Sting Axial Force [N],Sting Normal Force [N],Sting Pitching Moment [Nm],ELD Probe X-Axis [mm],ELD Probe Y-Axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa]
294.881,82324.756,0.973,30.149,442.006,516.354,6.262,-12.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,141.876,221.443,-10.479,-248.105,-317.492,-357.935,-380.907,-390.680,-355.920,-416.682,-507.318,-489.240,-466.918,-461.793,-448.613,-447.062
295.075,82411.611,0.973,30.138,441.865,514.565,6.256,-12.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,103.104,216.306,-14.970,-254.788,-326.560,-370.707,-404.299,-418.517,-383.943,-378.735,-439.380,-445.788,-432.521,-422.082,-419.382,-428.256
295.007,82374.286,0.973,30.123,441.308,516.451,6.260,-12.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,129.205,220.215,-9.196,-244.450,-313.606,-352.120,-372.682,-381.473,-340.625,-454.941,-385.473,-408.816,-428.025,-415.185,-421.559,-427.580
295.076,82422.524,0.973,30.465,451.561,525.376,6.307,-11.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,131.263,201.456,-35.929,-282.356,-349.501,-387.841,-410.388,-415.412,-361.386,-447.990,-459.137,-505.384,-424.426,-411.691,-410.567,-406.810
295.076,82422.524,0.973,30.465,451.561,525.376,6.307,-11.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,156.173,212.957,-19.996,-262.516,-335.248,-381.196,-408.679,-414.235,-362.503,-464.876,-451.543,-442.171,-428.504,-427.682,-429.950,-429.561
294.849,82286.592,0.972,30.483,451.692,524.034,6.305,-11.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.043,155.957,210.835,-28.230,-269.199,-338.380,-382.857,-413.806,-424.085,-359.154,-463.416,-451.754,-423.260,-456.841,-448.481,-458.040,-479.117
295.063,82401.408,0.973,30.455,451.173,525.683,6.298,-11.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,132.346,209.942,-31.117,-278.178,-345.830,-387.011,-413.486,-420.337,-373.890,-475.403,-409.036,-408.493,-398.808,-391.519,-396.367,-397.349
294.939,82352.136,0.973,30.450,450.937,524.845,6.309,-11.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,172.635,200.561,-36.036,-274.523,-340.647,-381.611,-404.940,-410.273,-345.980,-470.608,-413.466,-426.554,-452.763,-453.080,-461.149,-453.325
294.925,82310.356,0.972,30.467,451.243,525.805,6.309,-11.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,144.476,223.789,-16.895,-261.262,-331.362,-376.626,-409.427,-426.440,-381.929,-451.742,-403.235,-400.844,-403.618,-395.491,-381.648,-378.540
295.080,82425.171,0.973,30.462,451.471,526.158,6.302,-11.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.043,180.758,210.165,-22.349,-264.917,-337.192,-382.856,-401.629,-391.965,-332.694,-442.466,-427.811,-462.569,-433.105,-435.312,-441.144,-423.253
294.814,82289.175,0.972,30.476,451.547,529.895,6.305,-11.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,160.830,195.871,-41.383,-280.789,-349.285,-391.371,-420.429,-426.333,-378.356,-429.124,-424.647,-390.751,-401.527,-383.994,-394.605,-401.291
295.041,82400.891,0.973,30.472,451.714,528.695,6.299,-11.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,173.718,193.861,-42.238,-278.909,-343.778,-381.195,-397.249,-388.218,-332.922,-475.507,-387.625,-549.261,-455.377,-476.700,-468.301,-460.308
295.200,82309.258,0.971,30.496,451.679,527.133,6.300,-11.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,134.729,235.961,-0.321,-248.627,-327.583,-376.937,-405.902,-415.519,-366.415,-459.945,-407.771,-433.566,-419.512,-421.516,-442.077,-451.185
294.883,82324.627,0.973,30.479,451.728,528.744,6.292,-11.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.043,133.430,207.485,-26.305,-264.081,-335.033,-379.014,-402.377,-403.207,-358.265,-461.717,-488.962,-431.547,-461.860,-436.671,-438.657,-444.540
295.100,82434.729,0.973,30.493,452.428,529.201,6.298,-11.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,144.152,225.687,-10.479,-255.519,-325.855,-365.307,-393.084,-401.387,-360.944,-424.396,-452.567,-422.201,-394.103,-386.607,-395.434,-397.462
295.021,82253.206,0.971,30.509,452.009,526.672,6.292,-11.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,170.902,191.404,-42.880,-280.371,-351.660,-395.629,-422.672,-415.198,-348.105,-464.323,-410.264,-418.058,-410.147,-399.672,-414.195,-420.663
295.050,82414.904,0.973,30.505,452.733,528.940,6.287,-11.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,156.281,204.805,-30.796,-263.977,-326.179,-363.127,-386.781,-399.888,-363.065,-378.318,-447.609,-465.017,-463.468,-444.863,-423.627,-423.366
294.962,82367.118,0.973,30.496,452.356,527.328,6.289,-11.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,143.935,229.037,-2.139,-237.350,-310.415,-359.908,-391.375,-397.425,-338.727,-421.477,-489.595,-492.320,-484.273,-456.463,-459.082,-467.403
294.977,82311.970,0.972,30.498,452.083,530.118,6.291,-11.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,110.361,218.764,-16.467,-258.756,-331.469,-372.265,-404.833,-422.479,-398.122,-486.424,-445.394,-439.094,-436.180,-415.603,-429.748,-444.697
295.153,82435.568,0.973,30.507,452.773,528.770,6.290,-11.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,139.602,214.744,-22.028,-257.921,-323.480,-365.619,-390.093,-399.246,-355.920,-468.910,-496.558,-447.380,-437.017,-430.129,-425.187,-421.499
294.919,82280.651,0.972,30.503,452.146,526.596,6.286,-11.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.043,149.783,227.362,-11.869,-258.338,-333.845,-379.118,-410.495,-415.948,-366.861,-424.813,-432.629,-419.014,-426.039,-427.098,-434.101,-438.504
295.222,82376.223,0.972,30.509,452.383,528.815,6.288,-11.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,147.509,197.546,-38.068,-279.640,-347.881,-384.725,-405.688,-411.023,-364.740,-411.573,-398.554,-411.259,-403.665,-399.405,-395.128,-386.140
295.019,82364.277,0.973,30.519,452.926,527.203,6.285,-11.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,165.379,218.429,-17.323,-255.833,-322.400,-366.761,-394.900,-404.385,-360.721,-421.477,-467.020,-394.897,-440.571,-426.367,-412.749,-428.143
294.978,82355.882,0.973,30.191,443.249,517.930,6.301,-10.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,129.097,207.486,-20.745,-253.535,-319.376,-352.431,-360.611,-350.959,-298.866,-514.567,-424.289,-486.579,-403.931,-399.148,-420.828,-425.280
294.978,82355.882,0.973,30.191,443.249,517.930,6.301,-10.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,169.169,198.551,-31.331,-261.054,-317.649,-350.770,-373.856,-379.438,-330.238,-359.759,-416.272,-448.757,-429.758,-433.639,-418.029,-420.775
294.762,82266.251,0.972,30.212,443.722,520.289,6.306,-10.000,0.000,-2074.149,3903.661,-104.296,-0.037,0.043,155.306,199.445,-28.337,-260.740,-325.315,-364.788,-392.335,-395.283,-334.257,-429.501,-474.292,-490.509,-419.093,-427.890,-414.712,-414.130
295.031,82399.277,0.973,30.202,443.743,520.874,6.297,-10.000,0.000,-2074.149,3896.431,-104.296,-0.036,0.042,158.664,191.851,-40.313,-275.359,-337.191,-370.603,-389.131,-385.969,-341.960,-428.458,-407.727,-418.904,-424.739,-422.769,-417.822,-414.017
294.832,82271.094,0.972,30.231,444.205,521.792,6.302,-10.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.043,179.025,195.983,-39.992,-269.929,-331.469,-371.122,-395.967,-391.964,-323.762,-430.126,-411.630,-394.787,-362.628,-384.411,-388.385,-396.110
294.934,82352.330,0.973,30.229,444.435,522.542,6.291,-10.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,182.490,184.257,-51.006,-285.279,-345.182,-379.845,-395.647,-389.930,-335.485,-422.933,-447.075,-472.236,-396.088,-404.061,-411.395,-399.939
294.963,82361.887,0.973,30.239,444.741,521.223,6.293,-10.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,182.057,179.790,-47.905,-277.343,-338.919,-376.937,-397.784,-393.463,-333.922,-421.995,-409.520,-393.406,-401.317,-406.360,-394.707,-399.601
295.016,82220.079,0.971,30.284,445.195,522.641,6.289,-10.000,0.000,-2074.149,3904.166,-104.296,-0.036,0.043,181.191,185.932,-49.937,-283.713,-341.079,-369.149,-381.013,-373.977,-340.285,-431.273,-420.491,-515.263,-409.159,-438.969,-454.929,-453.549
295.037,82407.026,0.973,30.255,445.322,523.285,6.274,-10.000,0.000,-2074.149,3910.014,-104.296,-0.036,0.042,152.815,194.308,-41.490,-270.973,-326.611,-359.492,-381.654,-377.618,-312.602,-497.575,-476.191,-424.110,-434.045,-425.800,-407.146,-421.451
294.947,82259.147,0.972,30.292,445.752,524.570,6.286,-10.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.043,157.797,204.470,-31.973,-269.302,-332.441,-361.569,-373.323,-363.378,-307.802,-426.585,-451.928,-447.164,-493.333,-430.399,-418.962,-432.038
294.937,82345.614,0.973,30.296,446.354,522.158,6.271,-10.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,144.801,197.211,-30.476,-257.294,-323.588,-363.854,-387.102,-373.656,-310.146,-480.899,-384.313,-594.731,-481.413,-515.684,-510.901,-513.917
294.947,82355.817,0.973,30.272,445.682,523.157,6.271,-10.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,113.935,214.855,-18.499,-245.599,-299.618,-335.609,-358.902,-359.310,-303.894,-480.795,-535.907,-450.993,-497.411,-430.294,-402.481,-406.696
294.794,82258.308,0.972,30.307,446.431,525.448,6.280,-10.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.043,160.180,197.323,-35.715,-270.242,-337.516,-374.653,-402.590,-403.956,-363.177,-424.605,-382.730,-410.621,-409.102,-434.684,-431.297,-423.140
295.034,82398.502,0.973,30.309,446.881,522.755,6.266,-10.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,164.512,172.755,-60.523,-288.411,-347.341,-377.976,-391.161,-383.935,-329.907,-440.138,-448.875,-501.776,-441.408,-441.938,-415.645,-403.881
294.877,82269.027,0.972,30.308,446.383,520.421,6.267,-10.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.043,142.635,203.353,-32.721,-267.005,-326.827,-366.657,-393.190,-393.249,-335.936,-381.446,-433.262,-463.848,-491.278,-464.615,-468.514,-463.911
294.999,82343.548,0.972,30.311,446.698,523.586,6.267,-10.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,155.415,197.546,-34.218,-263.455,-326.827,-366.761,-388.918,-386.076,-330.242,-539.487,-484.426,-487.221,-445.903,-459.181,-474.630,-474.877
294.957,82364.922,0.973,30.326,447.328,521.476,6.266,-10.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,145.884,185.821,-46.729,-274.628,-332.333,-365.619,-379.518,-361.558,-282.905,-493.721,-499.090,-473.410,-458.136,-460.122,-480.745,-465.305
295.011,82222.016,0.971,30.337,446.772,521.222,6.260,-10.000,0.000,-2074.149,3886.280,-104.296,-0.036,0.043,151.299,212.287,-26.519,-260.949,-322.940,-360.635,-389.345,-390.894,-336.941,-396.562,-391.170,-382.786,-363.832,-374.221,-373.982,-358.888
295.036,82411.352,0.973,30.293,446.473,522.181,6.257,-10.000,0.000,-2074.149,3906.691,-104.296,-0.036,0.042,194.187,164.157,-70.040,-301.151,-362.349,-393.344,-410.708,-393.035,-315.505,-536.255,-560.593,-431.338,-465.872,-440.789,-416.687,-430.283
294.827,82280.328,0.972,30.306,446.459,523.574,6.273,-10.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,171.335,195.313,-39.779,-275.777,-339.999,-378.391,-397.890,-395.926,-340.067,-419.496,-342.537,-388.948,-393.629,-419.261,-402.694,-395.261
295.516,82450.808,0.972,30.365,448.091,523.397,6.292,-9.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,162.021,202.460,-26.947,-251.551,-298.214,-322.006,-324.080,-295.499,-238.691,-528.119,-479.145,-676.535,-578.030,-534.393,-557.130,-523.941
295.516,82450.808,0.972,30.365,448.091,523.397,6.292,-9.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,131.913,213.514,-28.123,-267.945,-330.173,-364.061,-388.917,-383.399,-327.112,-447.327,-391.903,-438.558,-501.594,-477.640,-455.240,-468.303
295.195,82334.055,0.972,30.378,448.313,521.755,6.289,-9.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,165.812,182.693,-49.509,-278.074,-333.520,-365.411,-379.517,-363.378,-307.574,-426.790,-348.335,-492.422,-380.090,-408.032,-416.578,-419.085
295.311,82508.409,0.973,30.334,447.806,523.856,6.285,-9.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,189.205,170.075,-62.983,-287.576,-339.243,-367.488,-378.663,-362.522,-299.313,-431.273,-578.413,-526.419,-521.461,-503.560,-473.898,-473.822
295.092,82392.754,0.973,30.348,447.914,525.750,6.300,-9.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,153.898,205.474,-22.242,-253.535,-318.837,-357.104,-373.536,-358.988,-302.104,-440.968,-457.519,-506.764,-401.421,-411.168,-434.924,-447.130
295.162,82424.913,0.973,30.352,448.101,522.701,6.293,-9.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,170.902,166.166,-66.939,-290.187,-337.840,-359.077,-366.806,-345.712,-288.595,-385.404,-460.895,-513.032,-451.507,-419.738,-496.597,-482.157
295.281,82488.520,0.973,30.350,448.193,522.456,6.292,-9.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,159.747,186.267,-43.842,-268.154,-319.917,-345.163,-352.493,-328.796,-284.464,-279.280,-420.175,-606.523,-609.922,-586.964,-615.590,-632.514
295.082,82345.227,0.972,30.362,448.084,524.827,6.293,-9.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,80.252,217.535,-21.921,-255.832,-312.791,-344.332,-358.368,-344.106,-293.284,-430.960,-491.276,-483.285,-453.285,-445.136,-450.991,-430.010
295.387,82496.398,0.973,30.349,448.044,526.178,6.288,-9.000,0.000,-2074.149,3917.671,-104.296,-0.034,0.042,178.375,194.530,-43.521,-276.090,-334.709,-371.849,-394.793,-387.254,-332.251,-319.207,-400.975,-443.658,-468.970,-432.176,-458.350,-470.218
295.098,82397.791,0.973,30.358,448.230,523.665,6.293,-9.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,167.761,178.562,-51.006,-272.331,-322.724,-353.054,-368.409,-353.956,-264.707,-524.787,-597.401,-490.509,-472.943,-506.696,-510.591,-518.760
295.269,82413.871,0.972,30.367,448.306,521.502,6.289,-9.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,122.707,202.906,-32.080,-266.065,-322.184,-356.066,-376.420,-368.410,-334.819,-388.952,-339.267,-421.454,-357.609,-444.717,-461.045,-460.645
295.464,82464.627,0.972,30.369,448.369,525.669,6.286,-9.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,168.086,185.262,-47.585,-270.555,-317.865,-344.747,-355.164,-336.826,-274.308,-399.272,-593.822,-602.705,-626.966,-623.650,-565.008,-537.907
295.023,82360.854,0.973,30.359,448.179,525.092,6.285,-9.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,124.548,201.566,-41.810,-283.190,-345.722,-377.353,-393.084,-363.806,-278.997,-389.786,-406.571,-478.509,-438.271,-448.271,-438.345,-449.382
295.325,82516.159,0.973,30.361,448.617,523.667,6.289,-9.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,184.873,162.704,-67.688,-291.022,-342.698,-372.368,-382.936,-367.447,-311.039,-396.770,-349.499,-489.027,-493.369,-491.680,-443.009,-451.860
295.207,82373.059,0.972,30.385,448.709,526.539,6.287,-9.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,146.426,204.134,-34.325,-264.812,-322.832,-357.519,-370.439,-356.847,-305.568,-550.433,-533.269,-477.022,-456.672,-414.245,-429.021,-437.218
295.156,82427.496,0.973,30.353,448.155,525.531,6.279,-9.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,177.617,191.627,-48.868,-282.564,-336.220,-365.100,-382.188,-376.119,-324.659,-418.245,-432.523,-438.138,-384.324,-430.547,-436.277,-428.931
295.420,82462.819,0.972,30.384,448.858,525.020,6.291,-9.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.041,201.660,168.400,-65.763,-293.946,-349.932,-383.479,-405.688,-392.071,-309.699,-392.809,-395.178,-447.699,-451.967,-445.595,-450.063,-465.979
295.005,82352.201,0.972,30.377,448.693,522.481,6.278,-9.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,169.711,171.526,-60.737,-289.769,-344.642,-371.538,-380.266,-355.669,-295.409,-408.967,-391.802,-479.147,-450.608,-443.400,-492.976,-489.965
295.293,82495.624,0.973,30.355,448.368,522.831,6.281,-9.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,151.191,201.231,-30.155,-252.908,-298.970,-323.252,-337.326,-325.370,-265.712,-460.883,-616.397,-513.144,-400.842,-502.339,-514.535,-519.920
295.221,82335.799,0.972,30.394,448.766,526.312,6.289,-9.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,139.494,185.150,-54.001,-284.548,-339.351,-371.745,-390.520,-374.299,-312.379,-323.588,-406.044,-473.622,-482.286,-493.143,-510.182,-524.537
295.164,82234.415,0.971,30.391,448.212,523.151,6.278,-8.000,0.000,-2074.149,3917.671,59.497,-0.036,0.042,115.776,191.070,-36.250,-262.203,-320.456,-351.394,-359.864,-328.154,-258.787,-525.956,-422.221,-474.574,-462.488,-446.495,-474.520,-456.141
295.164,82234.415,0.971,30.391,448.212,523.151,6.278,-8.000,0.000,-2074.149,3917.671,59.497,-0.036,0.042,183.466,171.973,-62.235,-281.521,-328.338,-353.678,-360.825,-330.724,-259.680,-294.456,-530.334,-421.454,-484.341,-450.571,-451.510,-452.987
295.097,82338.705,0.972,30.349,447.638,522.056,6.266,-8.000,0.000,-2074.149,3917.671,17.534,-0.035,0.042,193.754,184.703,-50.686,-280.685,-332.765,-357.312,-367.555,-347.105,-290.940,-357.829,-422.221,-341.668,-608.877,-608.809,-548.528,-598.051
295.097,82367.764,0.972,30.345,447.666,520.238,6.282,-8.000,0.000,-2074.149,3917.671,-65.164,-0.035,0.042,89.350,203.129,-29.406,-260.844,-316.246,-341.010,-346.084,-315.842,-277.320,-350.012,-590.772,-490.935,-477.022,-490.706,-498.257,-527.546
295.075,82234.350,0.971,30.350,447.141,520.036,6.281,-8.000,0.000,-2074.149,3917.671,-98.769,-0.036,0.043,150.433,164.491,-69.613,-286.845,-330.822,-357.312,-370.652,-345.392,-276.985,-323.849,-519.470,-472.025,-432.687,-437.925,-424.249,-422.352
295.146,82423.492,0.973,30.330,447.452,521.534,6.279,-8.000,0.000,-2074.149,3917.671,104.223,-0.035,0.042,207.401,164.491,-70.896,-294.050,-346.693,-379.014,-395.968,-375.691,-300.988,-372.839,-484.979,-399.994,-410.624,-462.591,-467.783,-469.768
295.092,82253.852,0.971,30.333,446.720,520.548,6.286,-8.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,195.271,164.156,-65.763,-282.982,-327.583,-354.923,-369.904,-352.137,-296.187,-221.285,-531.811,-528.969,-521.043,-525.719,-540.651,-552.775
295.013,82357.819,0.973,30.319,446.987,521.873,6.283,-8.000,0.000,-2074.149,3917.671,-9.701,-0.036,0.042,147.942,169.628,-72.286,-300.420,-349.393,-370.603,-379.410,-356.633,-300.765,-400.877,-389.207,-435.053,-479.218,-443.151,-416.268,-434.066
295.176,82356.592,0.972,30.330,447.057,522.974,6.288,-8.000,0.000,-2074.149,3917.671,104.223,-0.035,0.042,199.711,171.861,-58.599,-279.014,-327.367,-350.874,-355.911,-324.621,-258.566,-334.377,-406.610,-570.615,-679.354,-668.175,-634.456,-610.440
295.148,82227.053,0.971,30.345,446.833,523.575,6.288,-8.000,0.000,-2074.149,3917.671,101.753,-0.036,0.043,119.025,188.277,-55.284,-281.729,-332.657,-356.793,-369.904,-347.532,-298.870,-364.140,-438.253,-443.552,-420.975,-431.340,-419.896,-453.438
295.140,82416.131,0.973,30.314,446.951,523.789,6.278,-8.000,0.000,-2074.149,3917.671,-77.702,-0.035,0.042,174.043,180.572,-56.888,-282.251,-329.418,-348.901,-347.473,-302.672,-202.521,-282.097,-389.377,-587.720,-668.897,-646.435,-654.772,-629.474
294.881,82286.398,0.972,30.318,446.769,524.196,6.290,-8.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,105.704,215.525,-24.915,-260.009,-317.973,-344.643,-360.611,-349.995,-317.068,-508.108,-462.273,-428.363,-369.425,-370.721,-387.971,-376.513
295.011,82355.494,0.972,30.315,446.858,520.671,6.287,-8.000,0.000,-2074.149,3917.671,83.534,-0.036,0.042,223.429,134.675,-98.912,-318.798,-366.236,-387.425,-400.774,-369.695,-281.453,-387.179,-456.154,-386.079,-404.711,-466.667,-435.029,-427.308
295.056,82369.184,0.973,30.291,446.160,520.265,6.288,-8.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,214.115,158.796,-77.419,-294.050,-335.896,-359.389,-364.990,-335.648,-256.222,-374.774,-577.577,-488.071,-539.057,-501.400,-571.850,-586.338
294.863,82278.778,0.972,30.310,446.519,519.643,6.296,-8.000,0.000,-2074.149,3917.671,77.639,-0.036,0.043,126.173,204.916,-33.577,-260.740,-311.279,-331.352,-337.218,-317.340,-306.796,-352.777,-448.980,-570.089,-455.940,-458.972,-453.174,-435.192
295.128,82406.961,0.973,30.302,446.582,519.643,6.288,-8.000,0.000,-2074.149,3917.671,-15.137,-0.035,0.042,184.982,155.222,-81.161,-303.344,-357.274,-392.306,-409.853,-377.082,-288.487,-335.472,-442.229,-389.054,-465.036,-504.012,-469.136,-483.998
294.946,82278.585,0.972,30.295,445.939,520.691,6.291,-8.000,0.000,-2074.149,3917.671,19.007,-0.036,0.042,180.758,191.627,-39.779,-262.828,-311.063,-339.555,-355.056,-333.614,-240.034,-314.727,-586.122,-595.905,-571.676,-569.013,-539.517,-538.389
295.012,82350.457,0.972,30.278,445.727,521.757,6.293,-8.000,0.000,-2074.149,3917.671,101.644,-0.035,0.042,145.559,180.907,-56.246,-283.086,-337.624,-366.034,-384.644,-361.237,-285.026,-399.689,-423.873,-473.728,-497.342,-495.757,-474.941,-480.845
295.084,82362.339,0.972,30.287,445.960,519.480,6.299,-8.000,0.000,-2074.149,3917.671,28.134,-0.035,0.042,167.437,170.522,-69.933,-297.183,-348.529,-370.811,-372.467,-342.822,-282.793,-417.203,-406.466,-454.924,-458.031,-455.419,-438.351,-431.409
295.113,82217.884,0.971,30.313,445.904,519.684,6.294,-8.000,0.000,-2074.149,3917.671,50.663,-0.036,0.042,198.195,173.872,-54.642,-275.986,-325.747,-356.377,-363.174,-331.259,-262.809,-280.741,-565.340,-559.358,-586.418,-516.553,-510.287,-516.205
295.086,82378.225,0.973,30.422,450.027,523.144,6.188,-7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,75.704,191.740,-46.729,-267.945,-311.062,-330.625,-339.568,-311.773,-248.627,-185.457,-417.327,-474.467,-424.321,-481.089,-631.138,-641.749
295.086,82378.225,0.973,30.422,450.027,523.144,6.188,-7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,54.368,198.663,-38.923,-264.813,-317.109,-340.594,-342.773,-299.674,-229.425,-85.692,-122.582,-352.504,-706.306,-674.340,-609.060,-565.388
295.043,82358.594,0.972,30.403,449.418,524.593,6.191,-7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,75.920,183.141,-54.107,-275.464,-317.757,-334.675,-339.995,-302.565,-247.399,-168.569,-314.894,-334.124,-508.704,-660.335,-928.394,-882.030
294.949,82298.087,0.972,30.410,449.437,524.090,6.197,-7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,-44.438,220.885,-22.670,-252.282,-298.754,-320.241,-322.798,-282.330,-217.702,-65.363,-199.063,-398.612,-702.234,-645.284,-591.647,-598.050
295.194,82427.948,0.973,30.379,448.871,520.633,6.193,-7.000,0.000,-2074.149,3917.671,104.223,-0.035,0.042,46.354,203.800,-35.715,-260.635,-309.767,-334.986,-344.375,-304.492,-244.273,-115.715,-266.367,-429.315,-544.047,-626.263,-581.696,-600.978
294.913,82292.985,0.972,30.387,448.805,522.908,6.204,-7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,67.581,204.135,-27.695,-248.000,-294.975,-319.306,-326.750,-293.893,-240.701,-158.561,-138.089,-235.215,-524.493,-805.138,-904.172,-826.251
295.192,82363.889,0.972,30.385,448.680,520.607,6.199,-7.000,0.000,-2074.149,3917.671,104.223,-0.035,0.043,-36.005,215.860,-30.048,-255.310,-303.181,-327.094,-340.850,-303.208,-239.361,-183.372,-323.966,-452.688,-576.252,-565.434,-495.561,-530.586
295.036,82359.433,0.972,30.342,447.625,521.249,6.201,-7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,92.816,191.404,-45.446,-269.302,-319.701,-342.255,-346.511,-307.169,-257.447,-138.545,-316.898,-253.807,-472.002,-657.304,-881.297,-991.788
295.013,82284.784,0.972,30.362,447.859,523.391,6.215,-7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,-52.872,211.952,-29.085,-253.222,-297.351,-317.749,-324.080,-286.506,-226.636,-129.788,-192.101,-460.444,-641.918,-553.728,-425.492,-458.167
295.272,82413.806,0.972,30.371,448.433,521.908,6.206,-7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,114.260,185.151,-48.333,-264.395,-310.415,-333.117,-342.025,-301.280,-242.266,-183.477,-168.154,-315.532,-579.075,-804.199,-926.738,-908.008
294.914,82296.601,0.972,30.348,447.671,520.182,6.203,-7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,-61.846,217.759,-28.123,-257.398,-307.500,-327.925,-330.596,-290.895,-228.646,-144.905,-236.938,-412.211,-599.884,-566.688,-518.883,-520.562
295.110,82385.716,0.973,30.337,447.523,525.522,6.211,-7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,87.400,200.226,-36.571,-261.784,-308.688,-330.521,-338.179,-294.321,-229.874,-95.700,-338.107,-497.315,-560.568,-569.197,-572.989,-562.910
295.094,82358.336,0.972,30.340,447.477,523.793,6.214,-7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,94.873,184.369,-49.616,-265.021,-309.875,-331.871,-346.191,-318.518,-253.431,-257.389,-412.480,-503.371,-547.107,-589.682,-586.671,-590.729
