#
# This text file contains four columns:
#  [1] the name of an exoplanet
#  [2] planet's radius, in Earth radii
#  [3] star's radius, in solar radii
#  [4] energy flux the planet receives from its star,
#       (relative to what Earth receives from the Sun)
#
Kepler-1194b,       1.51,  0.92, 4.93e+01
Kepler-1195b,       2.08,  0.71, 5.08e+01
Kepler-1196b,       2.23,  0.97, 9.20e+00
Kepler-1197b,       1.25,  0.72, 2.75e+02
Kepler-1198b,       1.47,  0.90, 1.22e+02
Kepler-1199b,       1.15,  1.17, 1.09e+02
Kepler-11b,         1.80,  1.05, 1.25e+02
Kepler-11c,         2.87,  1.05, 9.11e+01
Kepler-11d,         3.12,  1.05, 4.35e+01
Kepler-11e,         4.19,  1.05, 2.75e+01
Kepler-11f,         2.49,  1.05, 1.66e+01
Kepler-11g,         3.33,  1.05, 4.81e+00
Kepler-1200b,       1.06,  0.70, 5.49e+02
Kepler-1201b,       2.29,  1.24, 1.28e+02
Kepler-1202b,       2.94,  1.04, 3.29e+01
Kepler-1203b,       1.06,  0.61, 6.79e+02
Kepler-1204b,       3.05,  1.03, 7.45e+00
Kepler-1205b,       1.41,  0.81, 1.17e+03
Kepler-1206b,       1.64,  0.75, 6.69e+02
Kepler-1207b,       1.62,  1.06, 9.47e+01
Kepler-1208b,       2.32,  0.76, 3.99e+01
Kepler-1209b,       1.51,  1.38, 7.79e+01
Kepler-1210b,       1.70,  0.92, 1.23e+02
Kepler-1211b,       2.55,  0.94, 9.23e+01
Kepler-1212b,       2.14,  1.15, 1.29e+02
Kepler-1213b,       1.19,  1.21, 4.52e+02
Kepler-1214b,       2.36,  0.80, 2.32e+01
Kepler-1215b,       1.22,  0.93, 2.61e+02
Kepler-1216b,       1.39,  0.98, 3.46e+02
Kepler-1217b,       1.99,  1.08, 1.25e+03
Kepler-1218b,       1.44,  1.10, 5.40e+01
Kepler-1219b,       2.12,  1.94, 2.34e+02
Kepler-1220b,       1.52,  0.99, 1.85e+02
Kepler-1221b,       1.88,  0.82, 4.60e+01
Kepler-1222b,       0.79,  0.80, 5.35e+02
Kepler-1223b,       1.22,  0.75, 2.09e+01
Kepler-1224b,       1.33,  1.22, 1.42e+02
Kepler-1225b,       1.82,  1.19, 3.25e+02
Kepler-1226b,       1.45,  1.02, 6.65e+01
Kepler-1227b,       2.29,  0.95, 5.51e+00
Kepler-1228b,       1.54,  0.74, 2.08e+03
Kepler-1229b,       1.40,  0.51, 4.92e-01
Kepler-122b,        2.34,  1.22, 4.57e+02
Kepler-122c,        5.87,  1.22, 1.63e+02
Kepler-122d,        2.20,  1.22, 7.86e+01
Kepler-122e,        2.60,  1.22, 3.70e+01
Kepler-122f,        1.75,  1.22, 2.19e+01
Kepler-1230b,       2.71,  1.08, 1.56e+02
Kepler-1231b,       1.42,  1.00, 1.14e+02
Kepler-1232b,       1.93,  0.89, 2.20e+01
Kepler-1233b,       2.60,  1.25, 3.06e+01
Kepler-1234b,       2.81,  0.76, 3.52e+01
Kepler-1235b,       0.79,  0.90, 2.82e+02
Kepler-1236b,       2.14,  0.82, 1.45e+01
Kepler-1237b,       2.86,  0.90, 4.80e+00
Kepler-1238b,       1.93,  1.48, 1.08e+03
Kepler-1239b,       2.90,  1.57, 9.57e+02
Kepler-123b,        2.94,  1.26, 1.13e+02
Kepler-123c,        1.48,  1.26, 6.31e+01
Kepler-1240b,       1.15,  0.96, 2.78e+02
Kepler-1241b,       2.63,  0.80, 2.64e+01
Kepler-1242b,       2.26,  0.74, 2.70e+01
Kepler-1243b,       1.75,  0.94, 5.11e+01
Kepler-1244b,       1.35,  1.77, 1.99e+03
Kepler-1245b,       1.44,  0.83, 2.00e+02
Kepler-1245c,       1.44,  0.83, 3.38e+02
Kepler-1246b,       1.36,  0.69, 2.46e+01
Kepler-1247b,       2.33,  0.82, 4.21e+01
Kepler-1248b,       1.18,  1.21, 2.97e+02
Kepler-1249b,       2.38,  1.28, 7.20e+01
Kepler-1250b,       1.92,  0.98, 6.77e+02
Kepler-1251b,       1.84,  0.89, 1.16e+01
Kepler-1252b,       1.67,  1.09, 9.06e+01
Kepler-1253b,       1.33,  1.10, 1.20e+01
Kepler-1254b,       1.55,  0.75, 4.48e+01
Kepler-1254c,       1.30,  0.75, 1.75e+02
Kepler-1254d,       1.31,  0.75, 9.41e+01
Kepler-1255b,       2.32,  1.12, 3.06e+01
Kepler-1256b,       1.49,  1.36, 1.92e+02
Kepler-1257b,       1.52,  0.87, 4.73e+02
Kepler-1258b,       0.86,  0.99, 2.75e+03
Kepler-1259b,       1.43,  0.77, 1.82e+03
Kepler-125b,        2.37,  0.51, 2.87e+01
Kepler-125c,        0.74,  0.51, 1.85e+01
Kepler-1260b,       1.77,  1.08, 6.52e+01
Kepler-1261b,       2.26,  0.77, 5.66e+00
Kepler-1262b,       1.82,  0.98, 1.41e+02
Kepler-1263b,       1.14,  0.80, 1.66e+02
Kepler-1264b,       1.18,  0.98, 2.67e+03
Kepler-1265b,       1.35,  0.69, 5.34e+01
Kepler-1266b,       2.58,  0.76, 1.17e+01
Kepler-1267b,       3.01,  1.20, 1.39e+02
Kepler-1268b,       2.03,  1.09, 2.31e+01
Kepler-1269b,       1.63,  1.15, 3.03e+01
Kepler-1270b,       3.32,  3.38, 1.35e+03
Kepler-1271b,       1.48,  1.23, 1.07e+03
Kepler-1272b,       2.37,  1.09, 1.75e+01
Kepler-1273b,       2.49,  0.91, 2.23e+01
Kepler-1274b,       1.42,  2.17, 9.45e+02
Kepler-1275b,       1.48,  1.36, 1.06e+03
Kepler-1276b,       1.19,  1.21, 1.58e+02
Kepler-1277b,       1.60,  0.92, 1.43e+01
Kepler-1278b,       1.01,  1.16, 8.39e+02
Kepler-1279b,       1.75,  1.33, 8.17e+01
Kepler-1280b,       1.87,  1.32, 2.02e+01
Kepler-1281b,       1.64,  0.83, 3.21e+02
Kepler-1282b,       1.55,  0.89, 6.59e+02
Kepler-1283b,       1.91,  1.25, 1.59e+02
Kepler-1284b,       1.21,  0.79, 1.96e+03
Kepler-1285b,       0.97,  1.28, 1.36e+02
Kepler-1286b,       2.15,  0.98, 9.81e+01
Kepler-1287b,       1.54,  0.94, 8.80e+01
Kepler-1288b,       1.12,  1.29, 1.27e+03
Kepler-1289b,       1.52,  1.17, 2.59e+02
Kepler-128b,        1.13,  1.66, 2.14e+02
Kepler-128c,        1.13,  1.66, 1.23e+02
Kepler-1290b,       1.42,  0.93, 2.75e+02
Kepler-1291b,       1.66,  0.80, 7.07e+01
Kepler-1292b,       1.82,  0.93, 4.12e+02
Kepler-1293b,       0.97,  1.28, 5.30e+02
Kepler-1294b,       3.19,  0.97, 4.40e+00
Kepler-1295b,       1.55,  0.89, 2.99e+02
Kepler-1296b,       0.91,  0.83, 8.61e+01
Kepler-1297b,       0.97,  0.99, 1.33e+03
Kepler-1298b,       1.31,  2.00, 8.65e+02
Kepler-1299b,       2.98,  0.91, 3.72e+01
Kepler-129b,        2.37,  1.64, 1.59e+02
Kepler-129c,        2.55,  1.64, 1.76e+01
Kepler-12b,        19.66,  1.48, 8.11e+02
Kepler-1300b,       1.37,  1.79, 1.44e+02
Kepler-1301b,       1.40,  0.81, 6.58e+01
Kepler-1302b,       1.43,  0.82, 7.19e+01
Kepler-1303b,       1.42,  1.00, 1.75e+02
Kepler-1304b,       2.29,  0.81, 3.23e+01
Kepler-1305b,       1.88,  0.96, 7.23e+01
Kepler-1306b,       1.91,  0.97, 5.84e+01
Kepler-1307b,       2.47,  1.08, 6.70e+01
Kepler-1308b,       0.52,  0.34, 2.94e+01
Kepler-1309b,       2.37,  0.80, 1.42e+01
Kepler-130b,        1.02,  1.13, 2.09e+02
Kepler-130c,        2.90,  1.13, 4.70e+01
Kepler-130d,        1.64,  1.13, 9.27e+00
Kepler-1310b,       1.44,  0.88, 3.08e+03
Kepler-1311b,       1.24,  1.40, 1.95e+02
Kepler-1311c,       1.22,  1.40, 1.41e+03
Kepler-1312b,       2.10,  0.92, 2.24e+02
Kepler-1313b,       1.76,  0.85, 2.65e+02
Kepler-1314b,       5.11,  0.59, 3.72e+01
Kepler-1315b,       1.38,  0.75, 1.08e+03
Kepler-1316b,       3.54,  1.12, 8.81e+00
Kepler-1317b,       1.56,  0.79, 2.47e+03
Kepler-1318b,       3.11,  0.70, 4.99e-01
Kepler-1319b,       1.34,  0.54, 4.38e+01
Kepler-131b,        2.41,  1.03, 6.33e+01
Kepler-131c,        0.84,  1.03, 3.42e+01
Kepler-1320b,       1.70,  0.74, 9.72e+02
Kepler-1321b,       4.92,  0.53, 1.13e+01
Kepler-1321c,       2.40,  0.53, 9.63e+01
Kepler-1322b,       1.61,  0.87, 1.82e+03
Kepler-1323b,       1.52,  1.40, 6.59e+03
Kepler-1324b,       1.51,  0.73, 1.17e+02
Kepler-1325b,       2.86,  0.91, 1.77e+01
Kepler-1326b,       4.18,  1.74, 7.70e+01
Kepler-1327b,       1.80,  1.03, 8.07e+01
Kepler-1328b,       0.98,  0.99, 3.44e+02
Kepler-1329b,       2.17,  0.69, 2.91e+01
Kepler-1330b,       1.65,  0.94, 9.60e+01
Kepler-1331b,       1.05,  0.69, 7.90e+02
Kepler-1332b,       1.37,  0.90, 7.06e+01
Kepler-1333b,       2.81,  0.92, 3.97e+00
Kepler-1334b,       2.29,  0.91, 5.15e+01
Kepler-1335b,       1.45,  0.74, 7.67e+01
Kepler-1336b,       1.98,  1.30, 5.78e+01
Kepler-1336c,       1.71,  1.30, 3.69e+02
Kepler-1337b,       2.41,  0.67, 7.92e+00
Kepler-1338b,       0.92,  1.05, 3.37e+03
Kepler-1339b,       0.71,  0.93, 1.40e+03
Kepler-1340b,       1.55,  1.42, 1.12e+04
Kepler-1341b,       2.99,  0.72, 9.93e-01
Kepler-1342b,       1.66,  0.90, 6.46e+02
Kepler-1343b,       1.93,  0.93, 4.62e+02
Kepler-1344b,       1.84,  1.13, 4.52e+02
Kepler-1345b,       2.36,  1.55, 5.13e+01
Kepler-1346b,       1.58,  1.21, 8.73e+02
Kepler-1347b,       1.03,  0.79, 3.61e+01
Kepler-1348b,       1.94,  1.04, 3.63e+01
Kepler-1349b,       0.70,  1.28, 1.75e+03
Kepler-1350b,       2.52,  0.53, 2.85e+01
Kepler-1350c,       1.73,  0.53, 9.89e+01
Kepler-1351b,       0.65,  0.67, 5.85e+02
Kepler-1352b,       0.89,  1.16, 1.79e+03
Kepler-1353b,       1.80,  0.72, 1.06e+01
Kepler-1354b,       2.97,  1.24, 1.46e+01
Kepler-1355b,       1.46,  0.83, 1.03e+03
Kepler-1356b,       1.53,  0.78, 2.04e+03
Kepler-1357b,       1.28,  0.90, 4.52e+02
Kepler-1358b,       1.12,  0.79, 8.91e+01
Kepler-1359b,       2.83,  0.72, 3.05e+00
Kepler-1360b,       3.40,  1.83, 9.08e+01
Kepler-1361b,       0.86,  0.79, 2.11e+02
Kepler-1362b,       2.60,  0.74, 1.19e+00
Kepler-1363b,       1.25,  0.72, 1.90e+02
Kepler-1364b,       2.15,  1.79, 3.92e+02
Kepler-1365b,       0.92,  1.05, 1.89e+02
Kepler-1365c,       0.80,  1.05, 3.58e+02
Kepler-1366b,       1.43,  0.60, 1.14e+02
Kepler-1367b,       0.92,  0.60, 1.81e+02
Kepler-1368b,       1.65,  1.08, 5.38e+03
Kepler-1369b,       2.69,  0.99, 3.34e+01
Kepler-136b,        2.05,  1.35, 2.09e+02
Kepler-136c,        1.99,  1.35, 1.32e+02
Kepler-1370b,       1.84,  1.29, 9.34e+01
Kepler-1370c,       1.27,  1.29, 3.55e+02
Kepler-1371b,       0.73,  0.83, 2.82e+02
Kepler-1371c,       0.64,  0.83, 5.81e+02
Kepler-1372b,       1.27,  0.97, 1.62e+03
Kepler-1373b,       1.16,  1.33, 4.08e+03
Kepler-1374b,       2.29,  0.81, 5.89e+01
Kepler-1375b,       1.74,  1.78, 2.37e+03
Kepler-1376b,       1.05,  0.97, 2.48e+02
Kepler-1377b,       1.25,  0.82, 1.93e+03
Kepler-1378b,       2.20,  0.67, 1.85e+01
Kepler-1379b,       1.30,  0.79, 1.42e+03
Kepler-1380b,       1.43,  0.94, 9.16e+01
Kepler-1381b,       2.25,  0.94, 3.12e+01
Kepler-1382b,       1.88,  1.72, 1.97e+02
Kepler-1383b,       1.41,  1.44, 2.06e+02
Kepler-1384b,       1.94,  0.74, 2.33e+01
Kepler-1385b,       0.85,  1.29, 9.36e+02
Kepler-1386b,       1.24,  1.03, 2.09e+02
Kepler-1387b,       0.93,  0.77, 3.44e+02
Kepler-1388b,       2.59,  0.61, 1.19e+01
Kepler-1388c,       2.26,  0.61, 3.43e+01
Kepler-1388d,       2.86,  0.61, 5.81e+00
Kepler-1388e,       2.46,  0.61, 2.66e+00
Kepler-1389b,       1.77,  0.74, 2.15e+00
Kepler-138b,        0.52,  0.44, 6.83e+00
Kepler-138c,        1.20,  0.44, 4.64e+00
Kepler-138d,        1.21,  0.44, 2.33e+00
Kepler-1390b,       1.18,  0.98, 2.08e+02
Kepler-1391b,       1.68,  1.10, 1.57e+01
Kepler-1392b,       1.96,  0.85, 4.45e+01
Kepler-1393b,       0.80,  0.92, 6.59e+02
Kepler-1394b,       1.39,  2.55, 3.12e+03
Kepler-1395b,       0.80,  1.23, 7.71e+02
Kepler-1396b,       2.07,  1.27, 1.04e+02
Kepler-1397b,       1.72,  1.12, 2.14e+01
Kepler-1398b,       0.90,  1.18, 1.08e+03
Kepler-1398c,       1.03,  1.18, 6.40e+02
Kepler-1399b,       1.25,  0.96, 1.24e+03
Kepler-139b,        2.94,  1.30, 9.35e+01
Kepler-139c,        3.38,  1.30, 4.36e+00
Kepler-1400b,       1.62,  0.78, 5.55e+01
Kepler-1401b,       1.68,  1.10, 1.37e+02
Kepler-1402b,       0.76,  0.87, 6.38e+02
Kepler-1403b,       2.14,  1.15, 4.35e+02
Kepler-1404b,       2.01,  0.80, 3.23e+01
Kepler-1405b,       3.96,  1.07, 3.74e+01
Kepler-1406b,       1.10,  1.12, 1.31e+02
Kepler-1407b,       2.25,  1.15, 6.98e+01
Kepler-1408b,       0.89,  1.35, 1.27e+03
Kepler-1409b,       1.04,  0.79, 1.68e+03
Kepler-1410b,       1.78,  0.60, 1.35e+00
Kepler-1411b,       2.82,  0.92, 5.58e+00
Kepler-1412b,       0.83,  1.27, 7.87e+02
Kepler-1413b,       1.82,  0.80, 3.96e+01
Kepler-1414b,       1.23,  0.75, 1.73e+02
Kepler-1415b,       1.29,  0.84, 2.52e+03
Kepler-1416b,       0.88,  1.15, 2.26e+03
Kepler-1417b,       1.00,  1.02, 5.05e+01
Kepler-1418b,       1.66,  0.72, 1.18e+01
Kepler-1419b,       2.86,  1.01, 1.81e+01
Kepler-141b,        0.69,  0.79, 1.88e+02
Kepler-141c,        1.41,  0.79, 6.36e+01
Kepler-1420b,       1.28,  0.79, 9.61e+01
Kepler-1421b,       0.93,  1.42, 5.00e+02
Kepler-1422b,       2.02,  1.23, 9.68e+01
Kepler-1423b,       1.06,  0.75, 1.33e+01
Kepler-1424b,       1.16,  1.07, 3.37e+01
Kepler-1425b,       0.94,  0.95, 6.58e+01
Kepler-1426b,       1.56,  1.02, 8.08e+01
Kepler-1427b,       1.10,  1.01, 2.80e+03
Kepler-1428b,       1.64,  1.36, 2.30e+02
Kepler-1429b,       1.29,  1.07, 4.28e+02
Kepler-142b,        1.99,  1.27, 1.68e+03
Kepler-142c,        2.86,  1.27, 5.36e+02
Kepler-142d,        2.16,  1.27, 2.96e+01
Kepler-1430b,       1.18,  0.72, 2.31e+02
Kepler-1431b,       1.47,  1.03, 2.63e+02
Kepler-1432b,       2.22,  1.13, 5.45e+01
Kepler-1433b,       1.56,  1.19, 6.35e+02
Kepler-1434b,       1.11,  2.04, 7.35e+02
Kepler-1435b,       0.86,  1.32, 8.04e+02
Kepler-1436b,       1.31,  1.09, 1.65e+02
Kepler-1437b,       1.37,  0.90, 7.86e+01
Kepler-1438b,       0.94,  0.96, 6.74e+02
Kepler-1439b,       1.46,  0.43, 7.39e+00
Kepler-1440b,       1.26,  0.96, 1.70e+01
Kepler-1441b,       1.31,  1.00, 1.99e+01
Kepler-1442b,       3.93,  1.44, 1.90e+01
Kepler-1443b,       0.97,  1.27, 1.63e+03
Kepler-1444b,       2.18,  1.05, 2.69e+01
Kepler-1445b,       0.96,  1.26, 2.11e+02
Kepler-1446b,       0.82,  0.75, 1.40e+03
Kepler-1447b,       2.90,  0.95, 1.07e+01
Kepler-1448b,       1.61,  0.93, 8.27e+01
Kepler-1449b,       1.68,  1.10, 1.10e+02
Kepler-144b,        1.33,  1.24, 4.55e+02
Kepler-144c,        1.35,  1.24, 2.21e+02
Kepler-1450b,       1.71,  0.68, 2.77e+00
Kepler-1451b,       3.35,  0.99, 2.20e+01
Kepler-1452b,       2.70,  2.06, 7.32e+01
Kepler-1453b,       2.67,  0.94, 1.28e+01
Kepler-1454b,       1.88,  0.86, 9.69e+00
Kepler-1455b,       2.16,  0.60, 1.78e+00
Kepler-1456b,       1.14,  0.62, 8.19e+00
Kepler-1457b,       1.99,  1.01, 1.49e+01
Kepler-1458b,       2.76,  0.94, 1.25e+01
Kepler-1459b,       1.36,  0.74, 3.30e+00
Kepler-145b,        2.65,  1.85, 1.35e+02
Kepler-145c,        4.32,  1.85, 5.86e+01
Kepler-1460b,       1.96,  0.67, 5.50e+00
Kepler-1461b,       2.03,  0.74, 9.75e+00
Kepler-1462b,       3.82,  1.00, 9.75e+00
Kepler-1463b,       1.86,  0.95, 3.08e+01
Kepler-1464b,       1.66,  1.01, 2.71e+01
Kepler-1464c,       1.00,  1.01, 2.94e+02
Kepler-1465b,       1.77,  0.71, 7.11e+00
Kepler-1466b,       1.55,  1.02, 2.97e+01
Kepler-1467b,       3.30,  0.82, 8.32e+00
Kepler-1468b,       1.73,  1.05, 1.83e+02
Kepler-1468c,       1.15,  1.05, 5.64e+02
Kepler-1469b,       2.80,  0.89, 2.96e+01
Kepler-1470b,       1.07,  0.76, 2.31e+01
Kepler-1471b,       1.41,  0.93, 3.86e+02
Kepler-1472b,       1.90,  1.25, 3.73e+01
Kepler-1473b,       1.19,  1.09, 1.00e+02
Kepler-1474b,       2.16,  1.04, 2.44e+01
Kepler-1475b,       2.92,  1.28, 1.44e+01
Kepler-1476b,       1.67,  0.96, 1.00e+02
Kepler-1477b,       1.18,  0.78, 4.27e+01
Kepler-1478b,       1.73,  1.06, 4.04e+01
Kepler-1479b,       1.83,  0.98, 7.24e+01
Kepler-147b,        1.53,  1.47, 2.25e+02
Kepler-147c,        2.43,  1.47, 6.13e+01
Kepler-1480b,       1.67,  0.81, 1.96e+01
Kepler-1481b,       1.23,  0.75, 8.28e+01
Kepler-1482b,       1.01,  0.84, 5.36e+01
Kepler-1483b,       1.52,  1.40, 3.18e+02
Kepler-1484b,       2.11,  0.92, 2.35e+01
Kepler-1485b,       1.47,  1.12, 7.00e+01
Kepler-1486b,       2.32,  1.12, 1.71e+01
Kepler-1487b,       2.13,  1.63, 6.50e+02
Kepler-1488b,       1.86,  1.31, 3.30e+01
Kepler-1489b,       1.77,  0.90, 5.71e+00
Kepler-1490b,       3.04,  0.87, 4.23e+00
Kepler-1491b,       1.51,  0.99, 5.87e+01
Kepler-1492b,       1.49,  0.72, 1.67e+01
Kepler-1493b,       1.41,  1.29, 1.20e+02
Kepler-1494b,       3.07,  0.94, 5.35e+00
Kepler-1495b,       2.94,  1.04, 7.68e+00
Kepler-1496b,       2.22,  1.27, 1.91e+01
Kepler-1497b,       1.66,  0.95, 1.26e+02
Kepler-1498b,       1.33,  0.81, 7.46e+00
Kepler-1499b,       1.19,  0.78, 7.06e+00
Kepler-14b,        12.73,  2.05, 1.03e+03
Kepler-1500b,       1.20,  1.00, 7.40e+01
Kepler-1501b,       1.56,  1.30, 1.49e+02
Kepler-1502b,       3.18,  1.72, 7.45e+01
Kepler-1503b,       2.27,  0.74, 2.30e+00
Kepler-1504b,       2.13,  0.81, 4.06e+00
Kepler-1505b,       0.93,  0.86, 1.97e+01
Kepler-1506b,       1.32,  0.93, 6.46e+01
Kepler-1507b,       0.84,  0.85, 3.89e+01
Kepler-1508b,       1.33,  1.22, 8.12e+01
Kepler-1509b,       1.85,  0.99, 3.44e+01
Kepler-1510b,       3.36,  1.28, 1.36e+01
Kepler-1511b,       1.68,  1.29, 7.19e+01
Kepler-1512b,       1.18,  0.67, 8.56e+00
Kepler-1513b,       8.46,  0.97, 2.54e+00
Kepler-1514b,      11.82,  1.22, 3.59e+00
Kepler-1515b,       9.55,  1.41, 5.50e+00
Kepler-1516b,       1.75,  1.07, 2.27e+02
Kepler-1517b,       9.76,  1.95, 1.62e+03
Kepler-1518b,       3.05,  1.88, 1.56e+03
Kepler-1519b,       7.06,  0.91, 1.38e+00
Kepler-151b,        3.06,  0.83, 4.32e+01
Kepler-151c,        2.09,  0.83, 2.27e+01
Kepler-1520b,       5.77,  0.71, 1.20e+03
Kepler-1521b,       2.50,  0.76, 5.93e+00
Kepler-1522b,       1.73,  0.93, 9.77e+02
Kepler-1523b,       1.58,  0.96, 2.56e+03
Kepler-1524b,       3.54,  1.25, 1.64e+01
Kepler-1525b,       0.91,  1.04, 8.19e+02
Kepler-1526b,       2.43,  0.69, 1.01e+02
Kepler-1527b,       4.77,  1.32, 6.23e+00
Kepler-1528b,       1.46,  1.03, 1.32e+03
Kepler-1529b,       2.10,  0.77, 1.12e+02
Kepler-1530b,       1.64,  0.88, 4.87e+02
Kepler-1530c,       1.65,  0.88, 1.86e+02
Kepler-1531b,       1.11,  1.27, 4.44e+03
Kepler-1532b,       1.35,  0.88, 1.64e+03
Kepler-1533b,       3.46,  1.51, 3.68e+00
Kepler-1534b,       1.89,  0.86, 1.60e+02
Kepler-1535b,       2.55,  1.11, 5.03e+00
Kepler-1536b,       3.14,  0.67, 1.97e-01
Kepler-1537b,       1.18,  0.77, 6.54e+02
Kepler-1538b,       2.82,  1.03, 2.90e+00
Kepler-1539b,       2.70,  0.80, 1.78e+00
Kepler-1540b,       2.49,  0.69, 9.27e-01
Kepler-1541b,       1.16,  0.81, 7.77e+01
Kepler-1542b,       0.76,  0.99, 3.69e+02
Kepler-1542c,       0.65,  0.99, 5.59e+02
Kepler-1542d,       0.87,  0.99, 2.12e+02
Kepler-1542e,       0.76,  0.99, 2.62e+02
Kepler-1543b,       2.71,  1.65, 7.16e+02
Kepler-1544b,       1.78,  0.74, 9.06e-01
Kepler-1545b,       2.70,  0.80, 1.38e+00
Kepler-1546b,       3.13,  0.93, 3.98e+01
Kepler-1547b,       0.90,  1.18, 6.76e+03
Kepler-1548b,       2.64,  0.97, 3.79e+00
Kepler-1549b,       2.57,  0.84, 1.13e+00
Kepler-154b,        2.26,  1.00, 2.51e+01
Kepler-154c,        2.95,  1.00, 1.08e+01
Kepler-154d,        3.84,  1.00, 4.74e+01
Kepler-154e,        1.50,  1.00, 4.29e+02
Kepler-154f,        1.50,  1.00, 1.25e+02
Kepler-1550b,       3.02,  1.11, 2.60e+00
Kepler-1551b,       2.66,  1.22, 6.39e+01
Kepler-1552b,       2.47,  0.78, 1.11e+00
Kepler-1553b,       1.15,  0.81, 1.96e+02
Kepler-1554b,       2.90,  0.81, 1.18e+00
Kepler-1555b,       1.61,  1.06, 1.87e+02
Kepler-1556b,       1.96,  0.95, 1.17e+02
Kepler-1557b,       1.53,  1.17, 7.16e+02
Kepler-1558b,       0.68,  0.79, 2.11e+02
Kepler-1559b,       0.72,  0.82, 1.45e+03
Kepler-155b,        2.09,  0.62, 5.00e+01
Kepler-155c,        2.24,  0.62, 2.72e+00
Kepler-1560b,       0.89,  1.02, 6.29e+02
Kepler-1561b,       1.09,  1.11, 3.47e+03
Kepler-1562b,       3.55,  1.05, 1.09e+01
Kepler-1563b,       0.75,  0.99, 4.92e+02
Kepler-1564b,       1.47,  0.90, 3.94e+01
Kepler-1565b,       1.19,  0.73, 5.05e+02
Kepler-1566b,       0.79,  0.81, 3.01e+03
Kepler-1567b,       2.73,  0.93, 2.61e+00
Kepler-1568b,       1.30,  1.19, 6.86e+01
Kepler-1569b,       1.68,  1.40, 6.09e+02
Kepler-1570b,       1.07,  0.89, 2.36e+01
Kepler-1571b,       1.52,  1.39, 1.22e+03
Kepler-1572b,       0.94,  0.95, 2.23e+02
Kepler-1573b,       1.20,  1.00, 7.38e+02
Kepler-1574b,       1.29,  1.08, 2.40e+02
Kepler-1575b,       1.31,  0.92, 6.09e+02
Kepler-1576b,       1.04,  1.06, 2.28e+02
Kepler-1577b,       1.13,  0.74, 7.29e+01
Kepler-1578b,       1.04,  0.86, 1.07e+03
Kepler-1579b,       0.84,  0.70, 7.66e+02
Kepler-1580b,       2.11,  2.15, 5.82e+01
Kepler-1581b,       0.80,  1.23, 3.74e+02
Kepler-1582b,       1.49,  0.30, 6.40e+00
Kepler-1583b,       0.60,  0.91, 1.05e+02
Kepler-1584b,       1.61,  1.13, 1.20e+02
Kepler-1585b,       1.79,  0.91, 3.48e+02
Kepler-1586b,       1.52,  1.75, 2.87e+02
Kepler-1587b,       1.33,  1.22, 2.08e+02
Kepler-1588b,       0.76,  0.99, 1.74e+02
Kepler-1589b,       1.09,  1.25, 4.81e+03
Kepler-1590b,       1.14,  1.16, 2.64e+02
Kepler-1591b,       1.27,  1.16, 2.46e+02
Kepler-1592b,       1.54,  1.28, 1.16e+03
Kepler-1593b,       3.17,  0.77, 1.02e+00
Kepler-1594b,       1.06,  1.08, 8.71e+02
Kepler-1595b,       1.23,  0.80, 1.64e+02
Kepler-1596b,       1.90,  0.92, 8.13e+00
Kepler-1597b,       1.06,  1.39, 1.53e+03
Kepler-1598b,       0.95,  1.09, 4.70e+02
Kepler-1599b,       1.62,  0.99, 4.23e+00
Kepler-15b,        10.76,  0.99, 2.35e+02
Kepler-1600b,       3.13,  0.82, 4.59e-01
Kepler-1601b,       0.82,  1.07, 1.08e+03
Kepler-1602b,       1.34,  1.36, 2.40e+02
Kepler-1603b,       1.29,  1.31, 1.81e+03
Kepler-1604b,       1.41,  0.76, 1.59e+03
Kepler-1605b,       1.08,  0.82, 3.59e+00
Kepler-1606b,       2.07,  0.86, 1.41e+00
Kepler-1607b,       0.92,  1.21, 1.35e+02
Kepler-1608b,       1.73,  0.72, 2.19e+01
Kepler-1609b,       2.22,  1.27, 8.66e+00
Kepler-1610b,       1.61,  0.87, 8.90e+01
Kepler-1611b,       0.81,  0.93, 2.34e+02
Kepler-1612b,       1.03,  0.94, 3.51e+02
Kepler-1613b,       2.08,  1.12, 2.09e+03
Kepler-1614b,       1.49,  0.76, 1.75e+02
Kepler-1615b,       2.06,  1.05, 1.75e+01
Kepler-1616b,       1.02,  1.34, 4.48e+02
Kepler-1617b,       1.20,  1.22, 5.56e+01
Kepler-1618b,       1.26,  1.65, 8.76e+02
Kepler-1619b,       0.76,  1.00, 4.07e+01
Kepler-161b,        2.12,  0.81, 1.46e+02
Kepler-161c,        2.05,  0.81, 9.01e+01
Kepler-1620b,       1.61,  1.23, 9.78e+00
Kepler-1621b,       2.16,  1.24, 1.14e+01
Kepler-1622b,       1.47,  1.50, 3.17e+02
Kepler-1623b,       1.31,  1.00, 3.66e+02
Kepler-1624b,       5.70,  0.47, 2.95e+01
Kepler-1625b,       6.06,  0.94, 1.17e+00
Kepler-1626b,       2.02,  1.85, 2.00e+03
Kepler-1627b,       3.69,  0.84, 1.15e+02
Kepler-1628b,       6.43,  0.52, 5.62e-01
Kepler-1629b,       0.77,  1.01, 4.36e+02
Kepler-1630b,       2.19,  0.63, 1.52e-01
Kepler-1631b,       1.35,  0.95, 3.44e+02
Kepler-1632b,       2.47,  1.19, 1.28e+00
Kepler-1633b,       1.58,  1.32, 5.22e+00
