-4460.49, 2682.08, -3674.26
-4472.15, 2662.59, -3674.26
-4483.73, 2643.05, -3674.26
-4495.22, 2623.46, -3674.26
-4506.62, 2603.83, -3674.26
-4517.94, 2584.14, -3674.26
-4529.17, 2564.40, -3674.26
-4540.32, 2544.61, -3674.26
-4551.38, 2524.78, -3674.26
-4562.35, 2504.89, -3674.26
-4573.24, 2484.96, -3674.26
-4584.03, 2464.99, -3674.26
-4594.75, 2444.96, -3674.26
-4605.37, 2424.89, -3674.26
-4615.91, 2404.77, -3674.26
-4626.36, 2384.61, -3674.26
-4636.72, 2364.40, -3674.26
-4646.99, 2344.14, -3674.26
-4657.17, 2323.85, -3674.26
-4667.27, 2303.50, -3674.26
-4677.28, 2283.12, -3674.26
-4687.19, 2262.69, -3674.26
-4697.02, 2242.21, -3674.26
-4706.76, 2221.70, -3674.26
-4716.41, 2201.14, -3674.26
-4725.97, 2180.54, -3674.26
-4735.44, 2159.90, -3674.26
-4744.82, 2139.21, -3674.26
-4754.11, 2118.49, -3674.26
-4763.30, 2097.73, -3674.26
-4772.41, 2076.92, -3674.26
-4781.43, 2056.08, -3674.26
-4790.35, 2035.20, -3674.26
-4799.19, 2014.28, -3674.26
-4807.93, 1993.32, -3674.26
-4816.58, 1972.32, -3674.26
-4825.14, 1951.28, -3674.26
-4833.61, 1930.21, -3674.26
-4841.99, 1909.10, -3674.26
-4850.27, 1887.96, -3674.26
-4858.46, 1866.78, -3674.26
-4866.56, 1845.56, -3674.26
-4874.57, 1824.31, -3674.26
-4882.48, 1803.02, -3674.26
-4890.30, 1781.70, -3674.26
-4898.03, 1760.35, -3674.26
-4905.67, 1738.96, -3674.26
-4913.21, 1717.54, -3674.26
-4920.65, 1696.08, -3674.26
-4928.01, 1674.60, -3674.26
-4935.27, 1653.08, -3674.26
-4942.43, 1631.53, -3674.26
-4949.50, 1609.95, -3674.26
-4956.48, 1588.33, -3674.26
-4963.37, 1566.69, -3674.26
-4970.15, 1545.02, -3674.26
-4976.85, 1523.32, -3674.26
-4983.45, 1501.59, -3674.26
-4989.95, 1479.83, -3674.26
-4996.36, 1458.05, -3674.26
-5002.68, 1436.23, -3674.26
-5008.89, 1414.39, -3674.26
-5015.02, 1392.52, -3674.26
-5021.05, 1370.62, -3674.26
-5026.98, 1348.70, -3674.26
-5032.82, 1326.76, -3674.26
-5038.56, 1304.78, -3674.26
-5044.20, 1282.79, -3674.26
-5049.75, 1260.76, -3674.26
-5055.21, 1238.72, -3674.26
-5060.56, 1216.65, -3674.26
-5065.82, 1194.56, -3674.26
-5070.99, 1172.44, -3674.26
-5076.05, 1150.31, -3674.26
-5081.02, 1128.15, -3674.26
-5085.90, 1105.96, -3674.26
-5090.68, 1083.76, -3674.26
-5095.36, 1061.54, -3674.26
-5099.94, 1039.30, -3674.26
-5104.43, 1017.04, -3674.26
-5108.81, 994.75, -3674.26
-5113.11, 972.45, -3674.26
-5117.30, 950.13, -3674.26
-5121.40, 927.80, -3674.26
-5125.40, 905.44, -3674.26
-5129.30, 883.07, -3674.26
-5133.10, 860.68, -3674.26
-5136.81, 838.27, -3674.26
-5140.42, 815.85, -3674.26
-5143.93, 793.42, -3674.26
-5147.34, 770.96, -3674.26
-5150.66, 748.50, -3674.26
-5153.87, 726.02, -3674.26
-5156.99, 703.52, -3674.26
-5160.01, 681.01, -3674.26
-5162.94, 658.49, -3674.26
-5165.76, 635.96, -3674.26
-5168.49, 613.41, -3674.26
-5171.11, 590.85, -3674.26
-5173.64, 568.29, -3674.26
-5176.07, 545.71, -3674.26
-5178.40, 523.12, -3674.26
-5180.64, 500.52, -3674.26
-5182.77, 477.91, -3674.26
-5184.81, 455.29, -3674.26
-5186.75, 432.66, -3674.26
-5188.58, 410.02, -3674.26
-5190.32, 387.38, -3674.26
-5191.96, 364.73, -3674.26
-5193.51, 342.07, -3674.26
-5194.95, 319.41, -3674.26
-5196.29, 296.74, -3674.26
-5197.54, 274.06, -3674.26
-5198.69, 251.38, -3674.26
-5199.73, 228.70, -3674.26
-5200.68, 206.01, -3674.26
-5201.53, 183.31, -3674.26
-5202.28, 160.61, -3674.26
-5202.93, 137.91, -3674.26
-5203.48, 115.21, -3674.26
-5203.94, 92.50, -3674.26
-5204.29, 69.80, -3674.26
-5204.55, 47.09, -3674.26
-5204.70, 24.38, -3674.26
-5204.76, 1.67, -3674.26
-5204.72, -21.04, -3674.26
-5204.58, -43.75, -3674.26
-5204.34, -66.46, -3674.26
-5204.00, -89.17, -3674.26
-5203.56, -111.87, -3674.26
-5203.02, -134.58, -3674.26
-5202.38, -157.28, -3674.26
-5201.65, -179.98, -3674.26
-5200.81, -202.67, -3674.26
-5199.88, -225.36, -3674.26
-5198.85, -248.05, -3674.26
-5197.71, -270.73, -3674.26
-5196.48, -293.41, -3674.26
-5195.15, -316.08, -3674.26
-5193.72, -338.74, -3674.26
-5192.20, -361.40, -3674.26
-5190.57, -384.05, -3674.26
-5188.85, -406.70, -3674.26
-5187.02, -429.33, -3674.26
-5185.10, -451.96, -3674.26
-5183.08, -474.58, -3674.26
-5180.96, -497.19, -3674.26
-5178.74, -519.79, -3674.26
-5176.42, -542.39, -3674.26
-5174.01, -564.97, -3674.26
-5171.49, -587.54, -3674.26
-5168.88, -610.10, -3674.26
-5166.17, -632.64, -3674.26
-5163.36, -655.18, -3674.26
-5160.45, -677.70, -3674.26
-5157.44, -700.21, -3674.26
-5154.34, -722.71, -3674.26
-5151.14, -745.19, -3674.26
-5147.84, -767.66, -3674.26
-5144.44, -790.12, -3674.26
-5140.94, -812.56, -3674.26
-5137.35, -834.98, -3674.26
-5133.65, -857.39, -3674.26
-5129.86, -879.78, -3674.26
-5125.98, -902.15, -3674.26
-5121.99, -924.51, -3674.26
-5117.91, -946.85, -3674.26
-5113.73, -969.17, -3674.26
-5109.45, -991.48, -3674.26
-5105.08, -1013.76, -3674.26
-5100.61, -1036.03, -3674.26
-5096.04, -1058.27, -3674.26
